series_id,station_id,id_config,codigo_estacion,nombre_estacion,tipo_dato,variable,variable_original,unidad,operador,tipo_estacion,latitud,longitud,altitud_msnm,aaa,ala,ambito_politico,ambito_administrativo,unidad_hidrografica,nombre_fuente,carpeta_cuenca,expected_obs_day,expected_obs_day_label,expected_obs_day_inferido,archivo_fuente,archivo_long_rds,fuente_validacion,accion_rescate
Caudal|212500|IDConfig_2925,Caudal|212500,2925,212500,Agua Azul Bocatoma,Caudal,Caudal Instantáneo,Caudal Instantáneo (m³/s),m³/s,Consorcio Agua Azul S.A.,Automática / Hidrométrica,-11.807778,-76.997664,350,Cañete Fortaleza,Chillon Rimac Lurin,Dpto: Lima / Prov: Lima / Dist.: Carabayllo,AAA: Cañete Fortaleza / ALA: Chillon Rimac Lurin,Cuenca Chillón,Río: Chillón,137556_Cuenca_Chillon,1,,1,E:/BASE DE DATOS/ANA_SNIRH_PIPELINE/_state/_SERIES_VALIDAS/137556_Cuenca_Chillon/_raw_reportes_xlsx/IDConfig_2925_completo.xlsx,E:/BASE DE DATOS/ANA_SNIRH_PIPELINE/_state/_SERIES_VALIDAS/_01_normalizado/series_long/137556_Cuenca_Chillon/IDConfig_2925.rds,03_manifest_xlsx.csv,REUTILIZADO_SIN_CAMBIOS
Caudal|212500|IDConfig_3588,Caudal|212500,3588,212500,Agua Azul Bocatoma,Caudal,Caudal Promedio Diario,Caudal Promedio Diario (m³/s),m³/s,Consorcio Agua Azul S.A.,Automática / Hidrométrica,-11.807778,-76.997664,350,Cañete Fortaleza,Chillon Rimac Lurin,Dpto: Lima / Prov: Lima / Dist.: Carabayllo,AAA: Cañete Fortaleza / ALA: Chillon Rimac Lurin,Cuenca Chillón,Río: Chillón,137556_Cuenca_Chillon,1,,1,E:/BASE DE DATOS/ANA_SNIRH_PIPELINE/_state/_SERIES_VALIDAS/137556_Cuenca_Chillon/_raw_reportes_xlsx/IDConfig_3588_completo.xlsx,E:/BASE DE DATOS/ANA_SNIRH_PIPELINE/_state/_SERIES_VALIDAS/_01_normalizado/series_long/137556_Cuenca_Chillon/IDConfig_3588.rds,03_manifest_xlsx.csv,REUTILIZADO_SIN_CAMBIOS
Caudal|204704|IDConfig_107,Caudal|204704,107,204704,Aguada Blanca,Caudal,Caudal Promedio Diario,Caudal Promedio Diario (m³/s),m³/s,Servicio Nacional Meteorología E Hidrología,Convencional / Hidrométrica,-16.250277,-71.333611,3725,Caplina Ocoña,Chili,Dpto: Arequipa / Prov: Arequipa / Dist.: San Juan De Tarucani,AAA: Caplina Ocoña / ALA: Chili,Cuenca Quilca - Vitor - Chili,Río: Chili,132_Cuenca_Quilca_-_Vitor_-_Chili,1,,1,E:/BASE DE DATOS/ANA_SNIRH_PIPELINE/_state/_SERIES_VALIDAS/132_Cuenca_Quilca_-_Vitor_-_Chili/_raw_reportes_xlsx/IDConfig_107_completo.xlsx,E:/BASE DE DATOS/ANA_SNIRH_PIPELINE/_state/_SERIES_VALIDAS/_01_normalizado/series_long/132_Cuenca_Quilca_-_Vitor_-_Chili/IDConfig_107.rds,03_manifest_xlsx.csv,REUTILIZADO_SIN_CAMBIOS
Caudal|204704|IDConfig_3037,Caudal|204704,3037,204704,Aguada Blanca,Caudal,Caudal Promedio Mensual,Caudal Promedio Mensual (m³/s),m³/s,Autoridad Autonoma De Majes,Convencional / Hidrométrica,-16.250277,-71.333611,3725,Caplina Ocoña,Chili,Dpto: Arequipa / Prov: Arequipa / Dist.: San Juan De Tarucani,AAA: Caplina Ocoña / ALA: Chili,Cuenca Quilca - Vitor - Chili,Río: Chili,132_Cuenca_Quilca_-_Vitor_-_Chili,1,,1,E:/BASE DE DATOS/ANA_SNIRH_PIPELINE/_state/_SERIES_VALIDAS/132_Cuenca_Quilca_-_Vitor_-_Chili/_raw_reportes_xlsx/IDConfig_3037_completo.xlsx,E:/BASE DE DATOS/ANA_SNIRH_PIPELINE/_state/_SERIES_VALIDAS/_01_normalizado/series_long/132_Cuenca_Quilca_-_Vitor_-_Chili/IDConfig_3037.rds,03_manifest_xlsx.csv,REUTILIZADO_SIN_CAMBIOS
Caudal|47E0D438|IDConfig_76,Caudal|47E0D438,76,47E0D438,Alamor,Caudal,Caudal Instantáneo 1 Hora,Caudal Instantáneo 1 Hora (m³/s),m³/s,Servicio Nacional Meteorología E Hidrología,Automática / Hidrométrica,-4.477489,-80.397894,116,Jequetepeque Zarumilla,Chira,Dpto: Piura / Prov: Sullana / Dist.: Lancones,AAA: Jequetepeque Zarumilla / ALA: Chira,Cuenca Chira,Río: Alamor,138_Cuenca_Chira,24,24,24,E:/BASE DE DATOS/ANA_SNIRH_PIPELINE/_state/_SERIES_VALIDAS/138_Cuenca_Chira/_raw_reportes_xlsx/IDConfig_76_completo.xlsx,E:/BASE DE DATOS/ANA_SNIRH_PIPELINE/_state/_SERIES_VALIDAS/_01_normalizado/series_long/138_Cuenca_Chira/IDConfig_76.rds,03_manifest_xlsx.csv,REFRESCADO_LIVE
Caudal|200322|IDConfig_7231,Caudal|200322,7231,200322,Alamor,Caudal,Caudal Promedio Diario,Caudal Promedio Diario (m³/s),m³/s,Servicio Nacional Meteorología E Hidrología,Convencional / Hidrométrica,-4.474008,-80.399153,127,Jequetepeque Zarumilla,Chira,Dpto: Piura / Prov: Sullana / Dist.: Lancones,AAA: Jequetepeque Zarumilla / ALA: Chira,Cuenca Chira,Río: Alamor,138_Cuenca_Chira,1,,1,E:/BASE DE DATOS/ANA_SNIRH_PIPELINE/_state/_SERIES_VALIDAS/138_Cuenca_Chira/_raw_reportes_xlsx/IDConfig_7231_completo.xlsx,E:/BASE DE DATOS/ANA_SNIRH_PIPELINE/_state/_SERIES_VALIDAS/_01_normalizado/series_long/138_Cuenca_Chira/IDConfig_7231.rds,03_manifest_xlsx.csv,REUTILIZADO_SIN_CAMBIOS
Caudal|47E0D438|IDConfig_63115,Caudal|47E0D438,63115,47E0D438,Alamor,Caudal,Caudal Promedio Diario,Caudal Promedio Diario (m³/s),m³/s,Servicio Nacional Meteorología E Hidrología,Automática / Hidrométrica,-4.477489,-80.397894,116,Jequetepeque Zarumilla,Chira,Dpto: Piura / Prov: Sullana / Dist.: Lancones,AAA: Jequetepeque Zarumilla / ALA: Chira,Cuenca Chira,Río: Alamor,138_Cuenca_Chira,1,,1,E:/BASE DE DATOS/ANA_SNIRH_PIPELINE/_state/_SERIES_VALIDAS/138_Cuenca_Chira/_raw_reportes_xlsx/IDConfig_63115_completo.xlsx,E:/BASE DE DATOS/ANA_SNIRH_PIPELINE/_state/_SERIES_VALIDAS/_01_normalizado/series_long/138_Cuenca_Chira/IDConfig_63115.rds,03_manifest_xlsx.csv,REFRESCADO_LIVE
Caudal|PHISIS0071|IDConfig_64934,Caudal|PHISIS0071,64934,PHISIS0071,Alamor,Caudal,Caudal Promedio Diario,Caudal Promedio Diario (m³/s),m³/s,Servicio Nacional Meteorología E Hidrología,Punto Monitoreo / Hidrométrica,-4.47749,-80.39788,,Jequetepeque Zarumilla,Chira,Dpto: Piura / Prov: Sullana / Dist.: Lancones,AAA: Jequetepeque Zarumilla / ALA: Chira,Cuenca Chira,Río: Alamor,138_Cuenca_Chira,1,,1,E:/BASE DE DATOS/ANA_SNIRH_PIPELINE/_state/_SERIES_VALIDAS/138_Cuenca_Chira/_raw_reportes_xlsx/IDConfig_64934_completo.xlsx,E:/BASE DE DATOS/ANA_SNIRH_PIPELINE/_state/_SERIES_VALIDAS/_01_normalizado/series_long/138_Cuenca_Chira/IDConfig_64934.rds,03_manifest_xlsx.csv,REFRESCADO_LIVE
Caudal|PHISIS0071|IDConfig_65028,Caudal|PHISIS0071,65028,PHISIS0071,Alamor,Caudal,Caudal Promedio Horario,Caudal Promedio Horario (m³/s),m³/s,Servicio Nacional Meteorología E Hidrología,Punto Monitoreo / Hidrométrica,-4.47749,-80.39788,,Jequetepeque Zarumilla,Chira,Dpto: Piura / Prov: Sullana / Dist.: Lancones,AAA: Jequetepeque Zarumilla / ALA: Chira,Cuenca Chira,Río: Alamor,138_Cuenca_Chira,24,,24,E:/BASE DE DATOS/ANA_SNIRH_PIPELINE/_state/_SERIES_VALIDAS/138_Cuenca_Chira/_raw_reportes_xlsx/IDConfig_65028_completo.xlsx,E:/BASE DE DATOS/ANA_SNIRH_PIPELINE/_state/_SERIES_VALIDAS/_01_normalizado/series_long/138_Cuenca_Chira/IDConfig_65028.rds,03_manifest_xlsx.csv,REFRESCADO_LIVE
Caudal|PHISIS0071|IDConfig_67593,Caudal|PHISIS0071,67593,PHISIS0071,Alamor,Caudal,Caudal Máximo Diario,Caudal Máximo Diario (m³/s),m³/s,Servicio Nacional Meteorología E Hidrología,Punto Monitoreo / Hidrométrica,-4.47749,-80.39788,,Jequetepeque Zarumilla,Chira,Dpto: Piura / Prov: Sullana / Dist.: Lancones,AAA: Jequetepeque Zarumilla / ALA: Chira,Cuenca Chira,Río: Alamor,138_Cuenca_Chira,1,,1,E:/BASE DE DATOS/ANA_SNIRH_PIPELINE/_state/_SERIES_VALIDAS/138_Cuenca_Chira/_raw_reportes_xlsx/IDConfig_67593_completo.xlsx,E:/BASE DE DATOS/ANA_SNIRH_PIPELINE/_state/_SERIES_VALIDAS/_01_normalizado/series_long/138_Cuenca_Chira/IDConfig_67593.rds,03_manifest_xlsx.csv,REFRESCADO_LIVE
Caudal|PHISIS0071|IDConfig_67694,Caudal|PHISIS0071,67694,PHISIS0071,Alamor,Caudal,Caudal Mínimo Diario,Caudal Mínimo Diario (m³/s),m³/s,Servicio Nacional Meteorología E Hidrología,Punto Monitoreo / Hidrométrica,-4.47749,-80.39788,,Jequetepeque Zarumilla,Chira,Dpto: Piura / Prov: Sullana / Dist.: Lancones,AAA: Jequetepeque Zarumilla / ALA: Chira,Cuenca Chira,Río: Alamor,138_Cuenca_Chira,1,,1,E:/BASE DE DATOS/ANA_SNIRH_PIPELINE/_state/_SERIES_VALIDAS/138_Cuenca_Chira/_raw_reportes_xlsx/IDConfig_67694_completo.xlsx,E:/BASE DE DATOS/ANA_SNIRH_PIPELINE/_state/_SERIES_VALIDAS/_01_normalizado/series_long/138_Cuenca_Chira/IDConfig_67694.rds,03_manifest_xlsx.csv,REFRESCADO_LIVE
Caudal|202613|IDConfig_104,Caudal|202613,104,202613,Alco,Caudal,Caudal Promedio Diario,Caudal Promedio Diario (m³/s),m³/s,Statkraft Peru S.A.,Convencional / Hidrométrica,-11.041891,-77.114488,1000,Cañete Fortaleza,Huaura,Dpto: Lima / Prov: Huaura / Dist.: Sayan,AAA: Cañete Fortaleza / ALA: Huaura,Cuenca Huaura,Río: Huaura,13756_Cuenca_Huaura,1,,1,E:/BASE DE DATOS/ANA_SNIRH_PIPELINE/_state/_SERIES_VALIDAS/13756_Cuenca_Huaura/_raw_reportes_xlsx/IDConfig_104_completo.xlsx,E:/BASE DE DATOS/ANA_SNIRH_PIPELINE/_state/_SERIES_VALIDAS/_01_normalizado/series_long/13756_Cuenca_Huaura/IDConfig_104.rds,03_manifest_xlsx.csv,REUTILIZADO_SIN_CAMBIOS
Caudal|202613|IDConfig_1588,Caudal|202613,1588,202613,Alco,Caudal,Caudal Instantáneo,Caudal Instantáneo (m³/s),m³/s,Statkraft Peru S.A.,Convencional / Hidrométrica,-11.041891,-77.114488,1000,Cañete Fortaleza,Huaura,Dpto: Lima / Prov: Huaura / Dist.: Sayan,AAA: Cañete Fortaleza / ALA: Huaura,Cuenca Huaura,Río: Huaura,13756_Cuenca_Huaura,1,,1,E:/BASE DE DATOS/ANA_SNIRH_PIPELINE/_state/_SERIES_VALIDAS/13756_Cuenca_Huaura/_raw_reportes_xlsx/IDConfig_1588_completo.xlsx,E:/BASE DE DATOS/ANA_SNIRH_PIPELINE/_state/_SERIES_VALIDAS/_01_normalizado/series_long/13756_Cuenca_Huaura/IDConfig_1588.rds,03_manifest_xlsx.csv,REUTILIZADO_SIN_CAMBIOS
Caudal|202613|IDConfig_3695,Caudal|202613,3695,202613,Alco,Caudal,Caudal Promedio Horario,Caudal Promedio Horario (m³/s),m³/s,Statkraft Peru S.A.,Convencional / Hidrométrica,-11.041891,-77.114488,1000,Cañete Fortaleza,Huaura,Dpto: Lima / Prov: Huaura / Dist.: Sayan,AAA: Cañete Fortaleza / ALA: Huaura,Cuenca Huaura,Río: Huaura,13756_Cuenca_Huaura,24,,24,E:/BASE DE DATOS/ANA_SNIRH_PIPELINE/_state/_SERIES_VALIDAS/13756_Cuenca_Huaura/_raw_reportes_xlsx/IDConfig_3695_completo.xlsx,E:/BASE DE DATOS/ANA_SNIRH_PIPELINE/_state/_SERIES_VALIDAS/_01_normalizado/series_long/13756_Cuenca_Huaura/IDConfig_3695.rds,03_manifest_xlsx.csv,REUTILIZADO_SIN_CAMBIOS
Caudal|202608|IDConfig_4239,Caudal|202608,4239,202608,Alco-Sayan,Caudal,Caudal Promedio Diario,Caudal Promedio Diario (m³/s),m³/s,Servicio Nacional Meteorología E Hidrología,Convencional / Hidrométrica,-11.134581,-77.198167,650,Cañete Fortaleza,Huaura,Dpto: Lima / Prov: Huaura / Dist.: Sayan,AAA: Cañete Fortaleza / ALA: Huaura,Cuenca Huaura,Río: Huaura,13756_Cuenca_Huaura,1,,1,E:/BASE DE DATOS/ANA_SNIRH_PIPELINE/_state/_SERIES_VALIDAS/13756_Cuenca_Huaura/_raw_reportes_xlsx/IDConfig_4239_completo.xlsx,E:/BASE DE DATOS/ANA_SNIRH_PIPELINE/_state/_SERIES_VALIDAS/_01_normalizado/series_long/13756_Cuenca_Huaura/IDConfig_4239.rds,03_manifest_xlsx.csv,REUTILIZADO_SIN_CAMBIOS
Caudal|202401|IDConfig_2504,Caudal|202401,2504,202401,Alpas,Caudal,Caudal Promedio Diario,Caudal Promedio Diario (m³/s),m³/s,Servicio Nacional Meteorología E Hidrología,Convencional / Hidrométrica,-10.616667,-77.5,400,Cañete Fortaleza,Barranca,Dpto: Ancash / Prov: Ocros / Dist.: Cochas,AAA: Cañete Fortaleza / ALA: Barranca,Cuenca Pativilca,Río: Pativilca,13758_Cuenca_Pativilca,1,,1,E:/BASE DE DATOS/ANA_SNIRH_PIPELINE/_state/_SERIES_VALIDAS/13758_Cuenca_Pativilca/_raw_reportes_xlsx/IDConfig_2504_completo.xlsx,E:/BASE DE DATOS/ANA_SNIRH_PIPELINE/_state/_SERIES_VALIDAS/_01_normalizado/series_long/13758_Cuenca_Pativilca/IDConfig_2504.rds,03_manifest_xlsx.csv,REUTILIZADO_SIN_CAMBIOS
Caudal|202402|IDConfig_525,Caudal|202402,525,202402,Alpas Y Tomas Altas,Caudal,Caudal Promedio Diario,Caudal Promedio Diario (m³/s),m³/s,Servicio Nacional Meteorología E Hidrología,Convencional / Hidrométrica,-10.633333,-77.533333,500,Cañete Fortaleza,Barranca,Dpto: Ancash / Prov: Ocros / Dist.: Cochas,AAA: Cañete Fortaleza / ALA: Barranca,Cuenca Pativilca,Río: Pativilca,13758_Cuenca_Pativilca,1,,1,E:/BASE DE DATOS/ANA_SNIRH_PIPELINE/_state/_SERIES_VALIDAS/13758_Cuenca_Pativilca/_raw_reportes_xlsx/IDConfig_525_completo.xlsx,E:/BASE DE DATOS/ANA_SNIRH_PIPELINE/_state/_SERIES_VALIDAS/_01_normalizado/series_long/13758_Cuenca_Pativilca/IDConfig_525.rds,03_manifest_xlsx.csv,REUTILIZADO_SIN_CAMBIOS
Caudal|30455012121|IDConfig_7581,Caudal|30455012121,7581,30455012121,Amaru Mayu,Caudal,Caudal Instantáneo 15 Minutos,Caudal Instantáneo 15 Minutos (m³/s),m³/s,Jirau,Automática / Hidrométrica,-12.60033,-69.12456,,Madre de Dios,Tahuamanu Madre de Dios,Dpto: Madre De Dios / Prov: Tambopata / Dist.: Las Piedras,AAA: Madre de Dios / ALA: Tahuamanu Madre de Dios,Intercuenca Medio Bajo Madre de Dios,Río: Madre de Dios,46643_Intercuenca_Medio_Bajo_Madre_de_Dios,96,,96,E:/BASE DE DATOS/ANA_SNIRH_PIPELINE/_state/_SERIES_VALIDAS/46643_Intercuenca_Medio_Bajo_Madre_de_Dios/_raw_reportes_xlsx/IDConfig_7581_completo.xlsx,E:/BASE DE DATOS/ANA_SNIRH_PIPELINE/_state/_SERIES_VALIDAS/_01_normalizado/series_long/46643_Intercuenca_Medio_Bajo_Madre_de_Dios/IDConfig_7581.rds,03_manifest_xlsx.csv,REFRESCADO_LIVE
Caudal|30455012121|IDConfig_8067,Caudal|30455012121,8067,30455012121,Amaru Mayu,Caudal,Caudal Promedio Diario,Caudal Promedio Diario (m³/s),m³/s,Jirau,Automática / Hidrométrica,-12.60033,-69.12456,,Madre de Dios,Tahuamanu Madre de Dios,Dpto: Madre De Dios / Prov: Tambopata / Dist.: Las Piedras,AAA: Madre de Dios / ALA: Tahuamanu Madre de Dios,Intercuenca Medio Bajo Madre de Dios,Río: Madre de Dios,46643_Intercuenca_Medio_Bajo_Madre_de_Dios,1,,1,E:/BASE DE DATOS/ANA_SNIRH_PIPELINE/_state/_SERIES_VALIDAS/46643_Intercuenca_Medio_Bajo_Madre_de_Dios/_raw_reportes_xlsx/IDConfig_8067_completo.xlsx,E:/BASE DE DATOS/ANA_SNIRH_PIPELINE/_state/_SERIES_VALIDAS/_01_normalizado/series_long/46643_Intercuenca_Medio_Bajo_Madre_de_Dios/IDConfig_8067.rds,03_manifest_xlsx.csv,REFRESCADO_LIVE
Caudal|117059|IDConfig_91,Caudal|117059,91,117059,Ancoaque,Caudal,Caudal Instantáneo 1 Hora,Caudal Instantáneo 1 Hora (m³/s),m³/s,Servicio Nacional Meteorología E Hidrología,Automática / Hidrométrica,-17.199722,-69.939167,4390,Caplina Ocoña,Caplina Locumba,Dpto: Tacna / Prov: Tarata / Dist.: Susapaya,AAA: Caplina Ocoña / ALA: Caplina Locumba,Cuenca Mauri,Río: Mauri,0144_Cuenca_Mauri,24,24,24,E:/BASE DE DATOS/ANA_SNIRH_PIPELINE/_state/_SERIES_VALIDAS/0144_Cuenca_Mauri/_raw_reportes_xlsx/IDConfig_91_completo.xlsx,E:/BASE DE DATOS/ANA_SNIRH_PIPELINE/_state/_SERIES_VALIDAS/_01_normalizado/series_long/0144_Cuenca_Mauri/IDConfig_91.rds,03_manifest_xlsx.csv,REFRESCADO_LIVE
Caudal|117059|IDConfig_63295,Caudal|117059,63295,117059,Ancoaque,Caudal,Caudal Promedio Diario,Caudal Promedio Diario (m³/s),m³/s,Servicio Nacional Meteorología E Hidrología,Automática / Hidrométrica,-17.199722,-69.939167,4390,Caplina Ocoña,Caplina Locumba,Dpto: Tacna / Prov: Tarata / Dist.: Susapaya,AAA: Caplina Ocoña / ALA: Caplina Locumba,Cuenca Mauri,Río: Mauri,0144_Cuenca_Mauri,1,,1,E:/BASE DE DATOS/ANA_SNIRH_PIPELINE/_state/_SERIES_VALIDAS/0144_Cuenca_Mauri/_raw_reportes_xlsx/IDConfig_63295_completo.xlsx,E:/BASE DE DATOS/ANA_SNIRH_PIPELINE/_state/_SERIES_VALIDAS/_01_normalizado/series_long/0144_Cuenca_Mauri/IDConfig_63295.rds,03_manifest_xlsx.csv,REFRESCADO_LIVE
Caudal|PHISIS0021|IDConfig_64910,Caudal|PHISIS0021,64910,PHISIS0021,Ancoaque,Caudal,Caudal Promedio Diario,Caudal Promedio Diario (m³/s),m³/s,Servicio Nacional Meteorología E Hidrología,Punto Monitoreo / Hidrométrica,-17.1997,-69.9392,,Caplina Ocoña,Caplina Locumba,Dpto: Tacna / Prov: Tarata / Dist.: Susapaya,AAA: Caplina Ocoña / ALA: Caplina Locumba,Cuenca Mauri,Río: Mauri,0144_Cuenca_Mauri,1,,1,E:/BASE DE DATOS/ANA_SNIRH_PIPELINE/_state/_SERIES_VALIDAS/0144_Cuenca_Mauri/_raw_reportes_xlsx/IDConfig_64910_completo.xlsx,E:/BASE DE DATOS/ANA_SNIRH_PIPELINE/_state/_SERIES_VALIDAS/_01_normalizado/series_long/0144_Cuenca_Mauri/IDConfig_64910.rds,03_manifest_xlsx.csv,REFRESCADO_LIVE
Caudal|PHISIS0021|IDConfig_65004,Caudal|PHISIS0021,65004,PHISIS0021,Ancoaque,Caudal,Caudal Promedio Horario,Caudal Promedio Horario (m³/s),m³/s,Servicio Nacional Meteorología E Hidrología,Punto Monitoreo / Hidrométrica,-17.1997,-69.9392,,Caplina Ocoña,Caplina Locumba,Dpto: Tacna / Prov: Tarata / Dist.: Susapaya,AAA: Caplina Ocoña / ALA: Caplina Locumba,Cuenca Mauri,Río: Mauri,0144_Cuenca_Mauri,23,,23,E:/BASE DE DATOS/ANA_SNIRH_PIPELINE/_state/_SERIES_VALIDAS/0144_Cuenca_Mauri/_raw_reportes_xlsx/IDConfig_65004_completo.xlsx,E:/BASE DE DATOS/ANA_SNIRH_PIPELINE/_state/_SERIES_VALIDAS/_01_normalizado/series_long/0144_Cuenca_Mauri/IDConfig_65004.rds,03_manifest_xlsx.csv,REFRESCADO_LIVE
Caudal|PHISIS0021|IDConfig_67569,Caudal|PHISIS0021,67569,PHISIS0021,Ancoaque,Caudal,Caudal Máximo Diario,Caudal Máximo Diario (m³/s),m³/s,Servicio Nacional Meteorología E Hidrología,Punto Monitoreo / Hidrométrica,-17.1997,-69.9392,,Caplina Ocoña,Caplina Locumba,Dpto: Tacna / Prov: Tarata / Dist.: Susapaya,AAA: Caplina Ocoña / ALA: Caplina Locumba,Cuenca Mauri,Río: Mauri,0144_Cuenca_Mauri,1,,1,E:/BASE DE DATOS/ANA_SNIRH_PIPELINE/_state/_SERIES_VALIDAS/0144_Cuenca_Mauri/_raw_reportes_xlsx/IDConfig_67569_completo.xlsx,E:/BASE DE DATOS/ANA_SNIRH_PIPELINE/_state/_SERIES_VALIDAS/_01_normalizado/series_long/0144_Cuenca_Mauri/IDConfig_67569.rds,03_manifest_xlsx.csv,REFRESCADO_LIVE
Caudal|PHISIS0021|IDConfig_67670,Caudal|PHISIS0021,67670,PHISIS0021,Ancoaque,Caudal,Caudal Mínimo Diario,Caudal Mínimo Diario (m³/s),m³/s,Servicio Nacional Meteorología E Hidrología,Punto Monitoreo / Hidrométrica,-17.1997,-69.9392,,Caplina Ocoña,Caplina Locumba,Dpto: Tacna / Prov: Tarata / Dist.: Susapaya,AAA: Caplina Ocoña / ALA: Caplina Locumba,Cuenca Mauri,Río: Mauri,0144_Cuenca_Mauri,1,,1,E:/BASE DE DATOS/ANA_SNIRH_PIPELINE/_state/_SERIES_VALIDAS/0144_Cuenca_Mauri/_raw_reportes_xlsx/IDConfig_67670_completo.xlsx,E:/BASE DE DATOS/ANA_SNIRH_PIPELINE/_state/_SERIES_VALIDAS/_01_normalizado/series_long/0144_Cuenca_Mauri/IDConfig_67670.rds,03_manifest_xlsx.csv,REFRESCADO_LIVE
Caudal|230930|IDConfig_537,Caudal|230930,537,230930,Angasmayo,Caudal,Caudal Instantáneo,Caudal Instantáneo (m³/s),m³/s,Electroperu S.A.,Convencional / Hidrométrica,-12.028611,-75.402778,3440,Mantaro,Mantaro,Dpto: Junin / Prov: Huancayo / Dist.: Sicaya,AAA: Mantaro / ALA: Mantaro,Cuenca Mantaro,Río: CUNAS,4996_Cuenca_Mantaro,1,,1,E:/BASE DE DATOS/ANA_SNIRH_PIPELINE/_state/_SERIES_VALIDAS/4996_Cuenca_Mantaro/_raw_reportes_xlsx/IDConfig_537_completo.xlsx,E:/BASE DE DATOS/ANA_SNIRH_PIPELINE/_state/_SERIES_VALIDAS/_01_normalizado/series_long/4996_Cuenca_Mantaro/IDConfig_537.rds,03_manifest_xlsx.csv,REUTILIZADO_SIN_CAMBIOS
Caudal|230930|IDConfig_2240,Caudal|230930,2240,230930,Angasmayo,Caudal,Caudal Promedio Diario,Caudal Promedio Diario (m³/s),m³/s,Electroperu S.A.,Convencional / Hidrométrica,-12.028611,-75.402778,3440,Mantaro,Mantaro,Dpto: Junin / Prov: Huancayo / Dist.: Sicaya,AAA: Mantaro / ALA: Mantaro,Cuenca Mantaro,Río: CUNAS,4996_Cuenca_Mantaro,1,,1,E:/BASE DE DATOS/ANA_SNIRH_PIPELINE/_state/_SERIES_VALIDAS/4996_Cuenca_Mantaro/_raw_reportes_xlsx/IDConfig_2240_completo.xlsx,E:/BASE DE DATOS/ANA_SNIRH_PIPELINE/_state/_SERIES_VALIDAS/_01_normalizado/series_long/4996_Cuenca_Mantaro/IDConfig_2240.rds,03_manifest_xlsx.csv,REUTILIZADO_SIN_CAMBIOS
Caudal|230930|IDConfig_62396,Caudal|230930,62396,230930,Angasmayo,Caudal,Caudal Promedio Mensual,Caudal Promedio Mensual (m³/s),m³/s,Electroperu S.A.,Convencional / Hidrométrica,-12.028611,-75.402778,3440,Mantaro,Mantaro,Dpto: Junin / Prov: Huancayo / Dist.: Sicaya,AAA: Mantaro / ALA: Mantaro,Cuenca Mantaro,Río: CUNAS,4996_Cuenca_Mantaro,1,,1,E:/BASE DE DATOS/ANA_SNIRH_PIPELINE/_state/_SERIES_VALIDAS/4996_Cuenca_Mantaro/_raw_reportes_xlsx/IDConfig_62396_completo.xlsx,E:/BASE DE DATOS/ANA_SNIRH_PIPELINE/_state/_SERIES_VALIDAS/_01_normalizado/series_long/4996_Cuenca_Mantaro/IDConfig_62396.rds,03_manifest_xlsx.csv,REUTILIZADO_SIN_CAMBIOS
Caudal|203003|IDConfig_1716,Caudal|203003,1716,203003,Antapucro,Caudal,Caudal Promedio Diario,Caudal Promedio Diario (m³/s),m³/s,Servicio Nacional Meteorología E Hidrología,Convencional / Hidrométrica,-12.031397,-76.624367,1026,Cañete Fortaleza,Chillon Rimac Lurin,Dpto: Lima / Prov: Huarochirí / Dist.: Antioquia,AAA: Cañete Fortaleza / ALA: Chillon Rimac Lurin,Cuenca Lurín,Río: Lurín,1375534_Cuenca_Lurin,1,,1,E:/BASE DE DATOS/ANA_SNIRH_PIPELINE/_state/_SERIES_VALIDAS/1375534_Cuenca_Lurin/_raw_reportes_xlsx/IDConfig_1716_completo.xlsx,E:/BASE DE DATOS/ANA_SNIRH_PIPELINE/_state/_SERIES_VALIDAS/_01_normalizado/series_long/1375534_Cuenca_Lurin/IDConfig_1716.rds,03_manifest_xlsx.csv,REFRESCADO_LIVE
Caudal|203003|IDConfig_7435,Caudal|203003,7435,203003,Antapucro,Caudal,Caudal Instantáneo,Caudal Instantáneo (m³/s),m³/s,Servicio Nacional Meteorología E Hidrología,Convencional / Hidrométrica,-12.031397,-76.624367,1026,Cañete Fortaleza,Chillon Rimac Lurin,Dpto: Lima / Prov: Huarochirí / Dist.: Antioquia,AAA: Cañete Fortaleza / ALA: Chillon Rimac Lurin,Cuenca Lurín,Río: Lurín,1375534_Cuenca_Lurin,24,,24,E:/BASE DE DATOS/ANA_SNIRH_PIPELINE/_state/_SERIES_VALIDAS/1375534_Cuenca_Lurin/_raw_reportes_xlsx/IDConfig_7435_completo.xlsx,E:/BASE DE DATOS/ANA_SNIRH_PIPELINE/_state/_SERIES_VALIDAS/_01_normalizado/series_long/1375534_Cuenca_Lurin/IDConfig_7435.rds,03_manifest_xlsx.csv,REFRESCADO_LIVE
