series_id,station_id,id_config,codigo_estacion,nombre_estacion,tipo_dato,variable,variable_original,unidad,operador,tipo_estacion,latitud,longitud,altitud_msnm,aaa,ala,ambito_politico,ambito_administrativo,unidad_hidrografica,nombre_fuente,carpeta_cuenca,expected_obs_day,expected_obs_day_label,expected_obs_day_inferido,archivo_fuente,archivo_long_rds,fuente_validacion,accion_rescate
Caudal|PHISIS0068|IDConfig_64932,Caudal|PHISIS0068,64932,PHISIS0068,El Tigre,Caudal,Caudal Promedio Diario,Caudal Promedio Diario (m³/s),m³/s,Servicio Nacional Meteorología E Hidrología,Punto Monitoreo / Hidrométrica,-3.7688,-80.4568,,Jequetepeque Zarumilla,Tumbes,Dpto: Tumbes / Prov: Tumbes / Dist.: San Jacinto,AAA: Jequetepeque Zarumilla / ALA: Tumbes,Cuenca Tumbes,Río: Tumbes,1394_Cuenca_Tumbes,1,,1,E:/BASE DE DATOS/ANA_SNIRH_PIPELINE/_state/_SERIES_VALIDAS/1394_Cuenca_Tumbes/_raw_reportes_xlsx/IDConfig_64932_completo.xlsx,E:/BASE DE DATOS/ANA_SNIRH_PIPELINE/_state/_SERIES_VALIDAS/_01_normalizado/series_long/1394_Cuenca_Tumbes/IDConfig_64932.rds,03_manifest_xlsx.csv,REFRESCADO_LIVE
Caudal|PHISIS0068|IDConfig_65026,Caudal|PHISIS0068,65026,PHISIS0068,El Tigre,Caudal,Caudal Promedio Horario,Caudal Promedio Horario (m³/s),m³/s,Servicio Nacional Meteorología E Hidrología,Punto Monitoreo / Hidrométrica,-3.7688,-80.4568,,Jequetepeque Zarumilla,Tumbes,Dpto: Tumbes / Prov: Tumbes / Dist.: San Jacinto,AAA: Jequetepeque Zarumilla / ALA: Tumbes,Cuenca Tumbes,Río: Tumbes,1394_Cuenca_Tumbes,24,,24,E:/BASE DE DATOS/ANA_SNIRH_PIPELINE/_state/_SERIES_VALIDAS/1394_Cuenca_Tumbes/_raw_reportes_xlsx/IDConfig_65026_completo.xlsx,E:/BASE DE DATOS/ANA_SNIRH_PIPELINE/_state/_SERIES_VALIDAS/_01_normalizado/series_long/1394_Cuenca_Tumbes/IDConfig_65026.rds,03_manifest_xlsx.csv,REFRESCADO_LIVE
Caudal|PHISIS0068|IDConfig_67591,Caudal|PHISIS0068,67591,PHISIS0068,El Tigre,Caudal,Caudal Máximo Diario,Caudal Máximo Diario (m³/s),m³/s,Servicio Nacional Meteorología E Hidrología,Punto Monitoreo / Hidrométrica,-3.7688,-80.4568,,Jequetepeque Zarumilla,Tumbes,Dpto: Tumbes / Prov: Tumbes / Dist.: San Jacinto,AAA: Jequetepeque Zarumilla / ALA: Tumbes,Cuenca Tumbes,Río: Tumbes,1394_Cuenca_Tumbes,1,,1,E:/BASE DE DATOS/ANA_SNIRH_PIPELINE/_state/_SERIES_VALIDAS/1394_Cuenca_Tumbes/_raw_reportes_xlsx/IDConfig_67591_completo.xlsx,E:/BASE DE DATOS/ANA_SNIRH_PIPELINE/_state/_SERIES_VALIDAS/_01_normalizado/series_long/1394_Cuenca_Tumbes/IDConfig_67591.rds,03_manifest_xlsx.csv,REFRESCADO_LIVE
Caudal|PHISIS0068|IDConfig_67692,Caudal|PHISIS0068,67692,PHISIS0068,El Tigre,Caudal,Caudal Mínimo Diario,Caudal Mínimo Diario (m³/s),m³/s,Servicio Nacional Meteorología E Hidrología,Punto Monitoreo / Hidrométrica,-3.7688,-80.4568,,Jequetepeque Zarumilla,Tumbes,Dpto: Tumbes / Prov: Tumbes / Dist.: San Jacinto,AAA: Jequetepeque Zarumilla / ALA: Tumbes,Cuenca Tumbes,Río: Tumbes,1394_Cuenca_Tumbes,1,,1,E:/BASE DE DATOS/ANA_SNIRH_PIPELINE/_state/_SERIES_VALIDAS/1394_Cuenca_Tumbes/_raw_reportes_xlsx/IDConfig_67692_completo.xlsx,E:/BASE DE DATOS/ANA_SNIRH_PIPELINE/_state/_SERIES_VALIDAS/_01_normalizado/series_long/1394_Cuenca_Tumbes/IDConfig_67692.rds,03_manifest_xlsx.csv,REFRESCADO_LIVE
Caudal|240102|IDConfig_61435,Caudal|240102,61435,240102,Enapu Peru,Caudal,Caudal Promedio Diario,Caudal Promedio Diario (m³/s),m³/s,Servicio Nacional Meteorología E Hidrología,Convencional / Hidrométrica,-3.727222,-73.236944,126,Amazonas,Iquitos,Dpto: Loreto / Prov: Maynas / Dist.: Punchana,AAA: Amazonas / ALA: Iquitos,Cuenca Itaya,Río: Itaya,49796_Cuenca_Itaya,1,,1,E:/BASE DE DATOS/ANA_SNIRH_PIPELINE/_state/_SERIES_VALIDAS/49796_Cuenca_Itaya/_raw_reportes_xlsx/IDConfig_61435_completo.xlsx,E:/BASE DE DATOS/ANA_SNIRH_PIPELINE/_state/_SERIES_VALIDAS/_01_normalizado/series_long/49796_Cuenca_Itaya/IDConfig_61435.rds,03_manifest_xlsx.csv,REUTILIZADO_SIN_CAMBIOS
Caudal|200308|IDConfig_805,Caudal|200308,805,200308,Entrada Ardilla R. Poechos,Caudal,Caudal Instantáneo,Caudal Instantáneo (m³/s),m³/s,Proyecto Especial Chira Piura,Convencional / Hidrométrica,-4.516667,-80.433333,150,Jequetepeque Zarumilla,Chira,Dpto: Piura / Prov: Sullana / Dist.: Lancones,AAA: Jequetepeque Zarumilla / ALA: Chira,Cuenca Chira,Río: Chira,138_Cuenca_Chira,1,,1,E:/BASE DE DATOS/ANA_SNIRH_PIPELINE/_state/_SERIES_VALIDAS/138_Cuenca_Chira/_raw_reportes_xlsx/IDConfig_805_completo.xlsx,E:/BASE DE DATOS/ANA_SNIRH_PIPELINE/_state/_SERIES_VALIDAS/_01_normalizado/series_long/138_Cuenca_Chira/IDConfig_805.rds,03_manifest_xlsx.csv,REFRESCADO_LIVE
Caudal|200308|IDConfig_1334,Caudal|200308,1334,200308,Entrada Ardilla R. Poechos,Caudal,Caudal Promedio Diario,Caudal Promedio Diario (m³/s),m³/s,Proyecto Especial Chira Piura,Convencional / Hidrométrica,-4.516667,-80.433333,150,Jequetepeque Zarumilla,Chira,Dpto: Piura / Prov: Sullana / Dist.: Lancones,AAA: Jequetepeque Zarumilla / ALA: Chira,Cuenca Chira,Río: Chira,138_Cuenca_Chira,1,,1,E:/BASE DE DATOS/ANA_SNIRH_PIPELINE/_state/_SERIES_VALIDAS/138_Cuenca_Chira/_raw_reportes_xlsx/IDConfig_1334_completo.xlsx,E:/BASE DE DATOS/ANA_SNIRH_PIPELINE/_state/_SERIES_VALIDAS/_01_normalizado/series_long/138_Cuenca_Chira/IDConfig_1334.rds,03_manifest_xlsx.csv,REFRESCADO_LIVE
Caudal|200308|IDConfig_4232,Caudal|200308,4232,200308,Entrada Ardilla R. Poechos,Caudal,Caudal Promedio Diario,Caudal Promedio Diario (m³/s),m³/s,Servicio Nacional Meteorología E Hidrología,Convencional / Hidrométrica,-4.516667,-80.433333,150,Jequetepeque Zarumilla,Chira,Dpto: Piura / Prov: Sullana / Dist.: Lancones,AAA: Jequetepeque Zarumilla / ALA: Chira,Cuenca Chira,Río: Chira,138_Cuenca_Chira,1,,1,E:/BASE DE DATOS/ANA_SNIRH_PIPELINE/_state/_SERIES_VALIDAS/138_Cuenca_Chira/_raw_reportes_xlsx/IDConfig_4232_completo.xlsx,E:/BASE DE DATOS/ANA_SNIRH_PIPELINE/_state/_SERIES_VALIDAS/_01_normalizado/series_long/138_Cuenca_Chira/IDConfig_4232.rds,03_manifest_xlsx.csv,REFRESCADO_LIVE
Caudal|191511|IDConfig_386,Caudal|191511,386,191511,Entrada Kovire,Caudal,Caudal Mínimo Mensual,Caudal Mínimo Mensual (m³/s),m³/s,Proyecto Especial Afianzamiento Y Ampliacion Recursos Hídricos De Tacna,Convencional / Hidrométrica,-17.2007,-69.9388,4404,Caplina Ocoña,Caplina Locumba,Dpto: Tacna / Prov: Tarata / Dist.: Susapaya,AAA: Caplina Ocoña / ALA: Caplina Locumba,Cuenca Mauri,:,0144_Cuenca_Mauri,1,,1,E:/BASE DE DATOS/ANA_SNIRH_PIPELINE/_state/_SERIES_VALIDAS/0144_Cuenca_Mauri/_raw_reportes_xlsx/IDConfig_386_completo.xlsx,E:/BASE DE DATOS/ANA_SNIRH_PIPELINE/_state/_SERIES_VALIDAS/_01_normalizado/series_long/0144_Cuenca_Mauri/IDConfig_386.rds,03_manifest_xlsx.csv,REFRESCADO_LIVE
Caudal|191511|IDConfig_1227,Caudal|191511,1227,191511,Entrada Kovire,Caudal,Caudal Máximo Mensual,Caudal Máximo Mensual (m³/s),m³/s,Proyecto Especial Afianzamiento Y Ampliacion Recursos Hídricos De Tacna,Convencional / Hidrométrica,-17.2007,-69.9388,4404,Caplina Ocoña,Caplina Locumba,Dpto: Tacna / Prov: Tarata / Dist.: Susapaya,AAA: Caplina Ocoña / ALA: Caplina Locumba,Cuenca Mauri,:,0144_Cuenca_Mauri,1,,1,E:/BASE DE DATOS/ANA_SNIRH_PIPELINE/_state/_SERIES_VALIDAS/0144_Cuenca_Mauri/_raw_reportes_xlsx/IDConfig_1227_completo.xlsx,E:/BASE DE DATOS/ANA_SNIRH_PIPELINE/_state/_SERIES_VALIDAS/_01_normalizado/series_long/0144_Cuenca_Mauri/IDConfig_1227.rds,03_manifest_xlsx.csv,REFRESCADO_LIVE
Caudal|191511|IDConfig_2784,Caudal|191511,2784,191511,Entrada Kovire,Caudal,Caudal Promedio Diario,Caudal Promedio Diario (m³/s),m³/s,Proyecto Especial Afianzamiento Y Ampliacion Recursos Hídricos De Tacna,Convencional / Hidrométrica,-17.2007,-69.9388,4404,Caplina Ocoña,Caplina Locumba,Dpto: Tacna / Prov: Tarata / Dist.: Susapaya,AAA: Caplina Ocoña / ALA: Caplina Locumba,Cuenca Mauri,:,0144_Cuenca_Mauri,1,,1,E:/BASE DE DATOS/ANA_SNIRH_PIPELINE/_state/_SERIES_VALIDAS/0144_Cuenca_Mauri/_raw_reportes_xlsx/IDConfig_2784_completo.xlsx,E:/BASE DE DATOS/ANA_SNIRH_PIPELINE/_state/_SERIES_VALIDAS/_01_normalizado/series_long/0144_Cuenca_Mauri/IDConfig_2784.rds,03_manifest_xlsx.csv,REFRESCADO_LIVE
Caudal|191511|IDConfig_3449,Caudal|191511,3449,191511,Entrada Kovire,Caudal,Caudal Promedio Mensual,Caudal Promedio Mensual (m³/s),m³/s,Proyecto Especial Afianzamiento Y Ampliacion Recursos Hídricos De Tacna,Convencional / Hidrométrica,-17.2007,-69.9388,4404,Caplina Ocoña,Caplina Locumba,Dpto: Tacna / Prov: Tarata / Dist.: Susapaya,AAA: Caplina Ocoña / ALA: Caplina Locumba,Cuenca Mauri,:,0144_Cuenca_Mauri,1,,1,E:/BASE DE DATOS/ANA_SNIRH_PIPELINE/_state/_SERIES_VALIDAS/0144_Cuenca_Mauri/_raw_reportes_xlsx/IDConfig_3449_completo.xlsx,E:/BASE DE DATOS/ANA_SNIRH_PIPELINE/_state/_SERIES_VALIDAS/_01_normalizado/series_long/0144_Cuenca_Mauri/IDConfig_3449.rds,03_manifest_xlsx.csv,REFRESCADO_LIVE
Caudal|-|IDConfig_977,Caudal|-,977,-,Entrada Suministro Epsasa,Caudal,Caudal Promedio Diario,Caudal Promedio Diario (m³/s),m³/s,Proyecto Especial Río Cachi,Convencional / Hidrométrica,-13.341247,-74.275167,3800,Mantaro,Ayacucho,Dpto: Ayacucho / Prov: Huamanga / Dist.: Socos,AAA: Mantaro / ALA: Ayacucho,Cuenca Mantaro,:,4996_Cuenca_Mantaro,1,,1,E:/BASE DE DATOS/ANA_SNIRH_PIPELINE/_state/_SERIES_VALIDAS/4996_Cuenca_Mantaro/_raw_reportes_xlsx/IDConfig_977_completo.xlsx,E:/BASE DE DATOS/ANA_SNIRH_PIPELINE/_state/_SERIES_VALIDAS/_01_normalizado/series_long/4996_Cuenca_Mantaro/IDConfig_977.rds,03_manifest_xlsx.csv,REUTILIZADO_SIN_CAMBIOS
Caudal|-|IDConfig_1612,Caudal|-,1612,-,Entrada Suministro Epsasa,Caudal,Caudal Instantáneo,Caudal Instantáneo (m³/s),m³/s,Proyecto Especial Río Cachi,Convencional / Hidrométrica,-13.341247,-74.275167,3800,Mantaro,Ayacucho,Dpto: Ayacucho / Prov: Huamanga / Dist.: Socos,AAA: Mantaro / ALA: Ayacucho,Cuenca Mantaro,:,4996_Cuenca_Mantaro,1,,1,E:/BASE DE DATOS/ANA_SNIRH_PIPELINE/_state/_SERIES_VALIDAS/4996_Cuenca_Mantaro/_raw_reportes_xlsx/IDConfig_1612_completo.xlsx,E:/BASE DE DATOS/ANA_SNIRH_PIPELINE/_state/_SERIES_VALIDAS/_01_normalizado/series_long/4996_Cuenca_Mantaro/IDConfig_1612.rds,03_manifest_xlsx.csv,REUTILIZADO_SIN_CAMBIOS
Caudal|4989910027|IDConfig_381,Caudal|4989910027,381,4989910027,Estacion Vijus,Caudal,Caudal Promedio Diario,Caudal Promedio Diario (m³/s),m³/s,Cia Minera Poderosa S.A.,Convencional / Hidrométrica,-7.726,-77.665,1200,Marañon,Huamachuco,Dpto: La Libertad / Prov: Pataz / Dist.: Pataz,AAA: Marañon / ALA: Huamachuco,Intercuenca Alto Marañón V,Río: Marañón,49899_Intercuenca_Alto_Maranon_V,1,,1,E:/BASE DE DATOS/ANA_SNIRH_PIPELINE/_state/_SERIES_VALIDAS/49899_Intercuenca_Alto_Maranon_V/_raw_reportes_xlsx/IDConfig_381_completo.xlsx,E:/BASE DE DATOS/ANA_SNIRH_PIPELINE/_state/_SERIES_VALIDAS/_01_normalizado/series_long/49899_Intercuenca_Alto_Maranon_V/IDConfig_381.rds,03_manifest_xlsx.csv,REUTILIZADO_SIN_CAMBIOS
Caudal|202602|IDConfig_2628,Caudal|202602,2628,202602,Fundicion,Caudal,Caudal Promedio Diario,Caudal Promedio Diario (m³/s),m³/s,Servicio Nacional Meteorología E Hidrología,Convencional / Hidrométrica,-10.533333,-76.766667,4200,Cañete Fortaleza,Huaura,Dpto: Lima / Prov: Oyon / Dist.: Oyon,AAA: Cañete Fortaleza / ALA: Huaura,Cuenca Huaura,Río: Huaura,13756_Cuenca_Huaura,1,,1,E:/BASE DE DATOS/ANA_SNIRH_PIPELINE/_state/_SERIES_VALIDAS/13756_Cuenca_Huaura/_raw_reportes_xlsx/IDConfig_2628_completo.xlsx,E:/BASE DE DATOS/ANA_SNIRH_PIPELINE/_state/_SERIES_VALIDAS/_01_normalizado/series_long/13756_Cuenca_Huaura/IDConfig_2628.rds,03_manifest_xlsx.csv,REUTILIZADO_SIN_CAMBIOS
Caudal|220805|IDConfig_372,Caudal|220805,372,220805,Granadillas Alto,Caudal,Caudal Promedio Diario,Caudal Promedio Diario (m³/s),m³/s,Servicio Nacional Meteorología E Hidrología,Convencional / Hidrométrica,-5.316667,-79.283333,1750,Marañon,Chinchipe Chamaya,Dpto: Cajamarca / Prov: San Ignacio / Dist.: Tabaconas,AAA: Marañon / ALA: Chinchipe Chamaya,Cuenca Chinchipe,:,49892_Cuenca_Chinchipe,1,,1,E:/BASE DE DATOS/ANA_SNIRH_PIPELINE/_state/_SERIES_VALIDAS/49892_Cuenca_Chinchipe/_raw_reportes_xlsx/IDConfig_372_completo.xlsx,E:/BASE DE DATOS/ANA_SNIRH_PIPELINE/_state/_SERIES_VALIDAS/_01_normalizado/series_long/49892_Cuenca_Chinchipe/IDConfig_372.rds,03_manifest_xlsx.csv,REUTILIZADO_SIN_CAMBIOS
Caudal|220608|IDConfig_531,Caudal|220608,531,220608,Granja Azul,Caudal,Caudal Promedio Diario,Caudal Promedio Diario (m³/s),m³/s,Servicio Nacional Meteorología E Hidrología,Convencional / Hidrométrica,-6.35,-79.1,1950,Marañon,Chotano Llaucano,Dpto: Cajamarca / Prov: Chota / Dist.: Querocoto,AAA: Marañon / ALA: Chotano Llaucano,Cuenca Chamaya,:,49896_Cuenca_Chamaya,1,,1,E:/BASE DE DATOS/ANA_SNIRH_PIPELINE/_state/_SERIES_VALIDAS/49896_Cuenca_Chamaya/_raw_reportes_xlsx/IDConfig_531_completo.xlsx,E:/BASE DE DATOS/ANA_SNIRH_PIPELINE/_state/_SERIES_VALIDAS/_01_normalizado/series_long/49896_Cuenca_Chamaya/IDConfig_531.rds,03_manifest_xlsx.csv,REUTILIZADO_SIN_CAMBIOS
Caudal|220605|IDConfig_3041,Caudal|220605,3041,220605,Guayaquil,Caudal,Caudal Promedio Diario,Caudal Promedio Diario (m³/s),m³/s,Servicio Nacional Meteorología E Hidrología,Convencional / Hidrométrica,-6.366667,-78.9,1200,Marañon,Chotano Llaucano,Dpto: Cajamarca / Prov: Cutervo / Dist.: Cutervo,AAA: Marañon / ALA: Chotano Llaucano,Cuenca Chamaya,:,49896_Cuenca_Chamaya,1,,1,E:/BASE DE DATOS/ANA_SNIRH_PIPELINE/_state/_SERIES_VALIDAS/49896_Cuenca_Chamaya/_raw_reportes_xlsx/IDConfig_3041_completo.xlsx,E:/BASE DE DATOS/ANA_SNIRH_PIPELINE/_state/_SERIES_VALIDAS/_01_normalizado/series_long/49896_Cuenca_Chamaya/IDConfig_3041.rds,03_manifest_xlsx.csv,REUTILIZADO_SIN_CAMBIOS
Caudal|47E074C0|IDConfig_238,Caudal|47E074C0,238,47E074C0,Hacienda Barrios,Caudal,Caudal Instantáneo 1 Hora,Caudal Instantáneo 1 Hora (m³/s),m³/s,Servicio Nacional Meteorología E Hidrología,Automática / Hidrométrica,-5.289497,-79.699086,303,Jequetepeque Zarumilla,Alto Piura,Dpto: Piura / Prov: Morropon / Dist.: San Juan De Bigote,AAA: Jequetepeque Zarumilla / ALA: Alto Piura,Cuenca Piura,Río: BIGOTE.,1378_Cuenca_Piura,24,24,24,E:/BASE DE DATOS/ANA_SNIRH_PIPELINE/_state/_SERIES_VALIDAS/1378_Cuenca_Piura/_raw_reportes_xlsx/IDConfig_238_completo.xlsx,E:/BASE DE DATOS/ANA_SNIRH_PIPELINE/_state/_SERIES_VALIDAS/_01_normalizado/series_long/1378_Cuenca_Piura/IDConfig_238.rds,03_manifest_xlsx.csv,REUTILIZADO_SIN_CAMBIOS
Caudal|47E074C0|IDConfig_63304,Caudal|47E074C0,63304,47E074C0,Hacienda Barrios,Caudal,Caudal Promedio Diario,Caudal Promedio Diario (m³/s),m³/s,Servicio Nacional Meteorología E Hidrología,Automática / Hidrométrica,-5.289497,-79.699086,303,Jequetepeque Zarumilla,Alto Piura,Dpto: Piura / Prov: Morropon / Dist.: San Juan De Bigote,AAA: Jequetepeque Zarumilla / ALA: Alto Piura,Cuenca Piura,Río: BIGOTE.,1378_Cuenca_Piura,1,,1,E:/BASE DE DATOS/ANA_SNIRH_PIPELINE/_state/_SERIES_VALIDAS/1378_Cuenca_Piura/_raw_reportes_xlsx/IDConfig_63304_completo.xlsx,E:/BASE DE DATOS/ANA_SNIRH_PIPELINE/_state/_SERIES_VALIDAS/_01_normalizado/series_long/1378_Cuenca_Piura/IDConfig_63304.rds,03_manifest_xlsx.csv,REUTILIZADO_SIN_CAMBIOS
Caudal|PHISIS0073|IDConfig_64935,Caudal|PHISIS0073,64935,PHISIS0073,Hacienda Barrios,Caudal,Caudal Promedio Diario,Caudal Promedio Diario (m³/s),m³/s,Servicio Nacional Meteorología E Hidrología,Punto Monitoreo / Hidrométrica,-5.2899,-79.6992,,Jequetepeque Zarumilla,Alto Piura,Dpto: Piura / Prov: Morropon / Dist.: San Juan De Bigote,AAA: Jequetepeque Zarumilla / ALA: Alto Piura,Cuenca Piura,Río: BIGOTE.,1378_Cuenca_Piura,1,,1,E:/BASE DE DATOS/ANA_SNIRH_PIPELINE/_state/_SERIES_VALIDAS/1378_Cuenca_Piura/_raw_reportes_xlsx/IDConfig_64935_completo.xlsx,E:/BASE DE DATOS/ANA_SNIRH_PIPELINE/_state/_SERIES_VALIDAS/_01_normalizado/series_long/1378_Cuenca_Piura/IDConfig_64935.rds,03_manifest_xlsx.csv,REUTILIZADO_SIN_CAMBIOS
Caudal|PHISIS0073|IDConfig_65029,Caudal|PHISIS0073,65029,PHISIS0073,Hacienda Barrios,Caudal,Caudal Promedio Horario,Caudal Promedio Horario (m³/s),m³/s,Servicio Nacional Meteorología E Hidrología,Punto Monitoreo / Hidrométrica,-5.2899,-79.6992,,Jequetepeque Zarumilla,Alto Piura,Dpto: Piura / Prov: Morropon / Dist.: San Juan De Bigote,AAA: Jequetepeque Zarumilla / ALA: Alto Piura,Cuenca Piura,Río: BIGOTE.,1378_Cuenca_Piura,24,,24,E:/BASE DE DATOS/ANA_SNIRH_PIPELINE/_state/_SERIES_VALIDAS/1378_Cuenca_Piura/_raw_reportes_xlsx/IDConfig_65029_completo.xlsx,E:/BASE DE DATOS/ANA_SNIRH_PIPELINE/_state/_SERIES_VALIDAS/_01_normalizado/series_long/1378_Cuenca_Piura/IDConfig_65029.rds,03_manifest_xlsx.csv,REUTILIZADO_SIN_CAMBIOS
Caudal|PHISIS0073|IDConfig_67594,Caudal|PHISIS0073,67594,PHISIS0073,Hacienda Barrios,Caudal,Caudal Máximo Diario,Caudal Máximo Diario (m³/s),m³/s,Servicio Nacional Meteorología E Hidrología,Punto Monitoreo / Hidrométrica,-5.2899,-79.6992,,Jequetepeque Zarumilla,Alto Piura,Dpto: Piura / Prov: Morropon / Dist.: San Juan De Bigote,AAA: Jequetepeque Zarumilla / ALA: Alto Piura,Cuenca Piura,Río: BIGOTE.,1378_Cuenca_Piura,1,,1,E:/BASE DE DATOS/ANA_SNIRH_PIPELINE/_state/_SERIES_VALIDAS/1378_Cuenca_Piura/_raw_reportes_xlsx/IDConfig_67594_completo.xlsx,E:/BASE DE DATOS/ANA_SNIRH_PIPELINE/_state/_SERIES_VALIDAS/_01_normalizado/series_long/1378_Cuenca_Piura/IDConfig_67594.rds,03_manifest_xlsx.csv,REUTILIZADO_SIN_CAMBIOS
Caudal|PHISIS0073|IDConfig_67695,Caudal|PHISIS0073,67695,PHISIS0073,Hacienda Barrios,Caudal,Caudal Mínimo Diario,Caudal Mínimo Diario (m³/s),m³/s,Servicio Nacional Meteorología E Hidrología,Punto Monitoreo / Hidrométrica,-5.2899,-79.6992,,Jequetepeque Zarumilla,Alto Piura,Dpto: Piura / Prov: Morropon / Dist.: San Juan De Bigote,AAA: Jequetepeque Zarumilla / ALA: Alto Piura,Cuenca Piura,Río: BIGOTE.,1378_Cuenca_Piura,1,,1,E:/BASE DE DATOS/ANA_SNIRH_PIPELINE/_state/_SERIES_VALIDAS/1378_Cuenca_Piura/_raw_reportes_xlsx/IDConfig_67695_completo.xlsx,E:/BASE DE DATOS/ANA_SNIRH_PIPELINE/_state/_SERIES_VALIDAS/_01_normalizado/series_long/1378_Cuenca_Piura/IDConfig_67695.rds,03_manifest_xlsx.csv,REUTILIZADO_SIN_CAMBIOS
Caudal|204621|IDConfig_1469,Caudal|204621,1469,204621,Hacienda Pampata,Caudal,Caudal Instantáneo,Caudal Instantáneo (m³/s),m³/s,Servicio Nacional Meteorología E Hidrología,Convencional / Hidrométrica,-16.541933,-72.699572,73,Caplina Ocoña,Camana Majes,Dpto: Arequipa / Prov: Camana / Dist.: Nicolas De Pierola,AAA: Caplina Ocoña / ALA: Camana Majes,Cuenca Camaná,Río: Camaná,134_Cuenca_Camana,1,,1,E:/BASE DE DATOS/ANA_SNIRH_PIPELINE/_state/_SERIES_VALIDAS/134_Cuenca_Camana/_raw_reportes_xlsx/IDConfig_1469_completo.xlsx,E:/BASE DE DATOS/ANA_SNIRH_PIPELINE/_state/_SERIES_VALIDAS/_01_normalizado/series_long/134_Cuenca_Camana/IDConfig_1469.rds,03_manifest_xlsx.csv,REUTILIZADO_SIN_CAMBIOS
Caudal|204621|IDConfig_3036,Caudal|204621,3036,204621,Hacienda Pampata,Caudal,Caudal Promedio Diario,Caudal Promedio Diario (m³/s),m³/s,Servicio Nacional Meteorología E Hidrología,Convencional / Hidrométrica,-16.541933,-72.699572,73,Caplina Ocoña,Camana Majes,Dpto: Arequipa / Prov: Camana / Dist.: Nicolas De Pierola,AAA: Caplina Ocoña / ALA: Camana Majes,Cuenca Camaná,Río: Camaná,134_Cuenca_Camana,1,,1,E:/BASE DE DATOS/ANA_SNIRH_PIPELINE/_state/_SERIES_VALIDAS/134_Cuenca_Camana/_raw_reportes_xlsx/IDConfig_3036_completo.xlsx,E:/BASE DE DATOS/ANA_SNIRH_PIPELINE/_state/_SERIES_VALIDAS/_01_normalizado/series_long/134_Cuenca_Camana/IDConfig_3036.rds,03_manifest_xlsx.csv,REUTILIZADO_SIN_CAMBIOS
Caudal|202002|IDConfig_2503,Caudal|202002,2503,202002,Hacienda Poctao,Caudal,Caudal Promedio Diario,Caudal Promedio Diario (m³/s),m³/s,Servicio Nacional Meteorología E Hidrología,Convencional / Hidrométrica,-9.533333,-78.066667,809,Huarmey Chicama,Casma Huarmey,Dpto: Ancash / Prov: Casma / Dist.: Yautan,AAA: Huarmey Chicama / ALA: Casma Huarmey,Cuenca Casma,Río: Casma,137596_Cuenca_Casma,1,,1,E:/BASE DE DATOS/ANA_SNIRH_PIPELINE/_state/_SERIES_VALIDAS/137596_Cuenca_Casma/_raw_reportes_xlsx/IDConfig_2503_completo.xlsx,E:/BASE DE DATOS/ANA_SNIRH_PIPELINE/_state/_SERIES_VALIDAS/_01_normalizado/series_long/137596_Cuenca_Casma/IDConfig_2503.rds,03_manifest_xlsx.csv,REUTILIZADO_SIN_CAMBIOS
Caudal|201501|IDConfig_2099,Caudal|201501,2099,201501,Huacapongo,Caudal,Caudal Instantáneo,Caudal Instantáneo (m³/s),m³/s,Proyecto Especial Chavimochic,Convencional / Hidrométrica,-8.383333,-78.666667,280,Huarmey Chicama,Moche Viru Chao,Dpto: La Libertad / Prov: Virú / Dist.: Viru,AAA: Huarmey Chicama / ALA: Moche Viru Chao,Cuenca Virú,Río: Virú,137714_Cuenca_Viru,3,,3,E:/BASE DE DATOS/ANA_SNIRH_PIPELINE/_state/_SERIES_VALIDAS/137714_Cuenca_Viru/_raw_reportes_xlsx/IDConfig_2099_completo.xlsx,E:/BASE DE DATOS/ANA_SNIRH_PIPELINE/_state/_SERIES_VALIDAS/_01_normalizado/series_long/137714_Cuenca_Viru/IDConfig_2099.rds,03_manifest_xlsx.csv,REFRESCADO_LIVE
Caudal|201501|IDConfig_2625,Caudal|201501,2625,201501,Huacapongo,Caudal,Caudal Promedio Diario,Caudal Promedio Diario (m³/s),m³/s,Servicio Nacional Meteorología E Hidrología,Convencional / Hidrométrica,-8.383333,-78.666667,280,Huarmey Chicama,Moche Viru Chao,Dpto: La Libertad / Prov: Virú / Dist.: Viru,AAA: Huarmey Chicama / ALA: Moche Viru Chao,Cuenca Virú,Río: Virú,137714_Cuenca_Viru,1,,1,E:/BASE DE DATOS/ANA_SNIRH_PIPELINE/_state/_SERIES_VALIDAS/137714_Cuenca_Viru/_raw_reportes_xlsx/IDConfig_2625_completo.xlsx,E:/BASE DE DATOS/ANA_SNIRH_PIPELINE/_state/_SERIES_VALIDAS/_01_normalizado/series_long/137714_Cuenca_Viru/IDConfig_2625.rds,03_manifest_xlsx.csv,REFRESCADO_LIVE
