"IDConfig","CodigoUH","carpeta_cuenca","archivo","ruta_relativa","tamano_bytes","tamano_kb"
2502,"13774","13774_Cuenca_Jequetepeque","IDConfig_2502_completo.xlsx","13774_Cuenca_Jequetepeque/_raw_reportes_xlsx/IDConfig_2502_completo.xlsx",68234,66.63
2605,"13774","13774_Cuenca_Jequetepeque","IDConfig_2605_completo.xlsx","13774_Cuenca_Jequetepeque/_raw_reportes_xlsx/IDConfig_2605_completo.xlsx",130553,127.49
2606,"13774","13774_Cuenca_Jequetepeque","IDConfig_2606_completo.xlsx","13774_Cuenca_Jequetepeque/_raw_reportes_xlsx/IDConfig_2606_completo.xlsx",93576,91.38
2624,"13774","13774_Cuenca_Jequetepeque","IDConfig_2624_completo.xlsx","13774_Cuenca_Jequetepeque/_raw_reportes_xlsx/IDConfig_2624_completo.xlsx",49836,48.67
3015,"13774","13774_Cuenca_Jequetepeque","IDConfig_3015_completo.xlsx","13774_Cuenca_Jequetepeque/_raw_reportes_xlsx/IDConfig_3015_completo.xlsx",37882,36.99
3287,"13774","13774_Cuenca_Jequetepeque","IDConfig_3287_completo.xlsx","13774_Cuenca_Jequetepeque/_raw_reportes_xlsx/IDConfig_3287_completo.xlsx",9475,9.25
3589,"13774","13774_Cuenca_Jequetepeque","IDConfig_3589_completo.xlsx","13774_Cuenca_Jequetepeque/_raw_reportes_xlsx/IDConfig_3589_completo.xlsx",12751,12.45
4096,"13774","13774_Cuenca_Jequetepeque","IDConfig_4096_completo.xlsx","13774_Cuenca_Jequetepeque/_raw_reportes_xlsx/IDConfig_4096_completo.xlsx",8690,8.49
7241,"13774","13774_Cuenca_Jequetepeque","IDConfig_7241_completo.xlsx","13774_Cuenca_Jequetepeque/_raw_reportes_xlsx/IDConfig_7241_completo.xlsx",162643,158.83
51715,"13774","13774_Cuenca_Jequetepeque","IDConfig_51715_completo.xlsx","13774_Cuenca_Jequetepeque/_raw_reportes_xlsx/IDConfig_51715_completo.xlsx",58951,57.57
51766,"13774","13774_Cuenca_Jequetepeque","IDConfig_51766_completo.xlsx","13774_Cuenca_Jequetepeque/_raw_reportes_xlsx/IDConfig_51766_completo.xlsx",81071,79.17
51896,"13774","13774_Cuenca_Jequetepeque","IDConfig_51896_completo.xlsx","13774_Cuenca_Jequetepeque/_raw_reportes_xlsx/IDConfig_51896_completo.xlsx",84797,82.81
52089,"13774","13774_Cuenca_Jequetepeque","IDConfig_52089_completo.xlsx","13774_Cuenca_Jequetepeque/_raw_reportes_xlsx/IDConfig_52089_completo.xlsx",89431,87.33
62996,"13774","13774_Cuenca_Jequetepeque","IDConfig_62996_completo.xlsx","13774_Cuenca_Jequetepeque/_raw_reportes_xlsx/IDConfig_62996_completo.xlsx",48116,46.99
63342,"13774","13774_Cuenca_Jequetepeque","IDConfig_63342_completo.xlsx","13774_Cuenca_Jequetepeque/_raw_reportes_xlsx/IDConfig_63342_completo.xlsx",9473,9.25
63503,"13774","13774_Cuenca_Jequetepeque","IDConfig_63503_completo.xlsx","13774_Cuenca_Jequetepeque/_raw_reportes_xlsx/IDConfig_63503_completo.xlsx",17365,16.96
63512,"13774","13774_Cuenca_Jequetepeque","IDConfig_63512_completo.xlsx","13774_Cuenca_Jequetepeque/_raw_reportes_xlsx/IDConfig_63512_completo.xlsx",15719,15.35
63533,"13774","13774_Cuenca_Jequetepeque","IDConfig_63533_completo.xlsx","13774_Cuenca_Jequetepeque/_raw_reportes_xlsx/IDConfig_63533_completo.xlsx",13889,13.56
63549,"13774","13774_Cuenca_Jequetepeque","IDConfig_63549_completo.xlsx","13774_Cuenca_Jequetepeque/_raw_reportes_xlsx/IDConfig_63549_completo.xlsx",15053,14.7
63560,"13774","13774_Cuenca_Jequetepeque","IDConfig_63560_completo.xlsx","13774_Cuenca_Jequetepeque/_raw_reportes_xlsx/IDConfig_63560_completo.xlsx",14812,14.46
63571,"13774","13774_Cuenca_Jequetepeque","IDConfig_63571_completo.xlsx","13774_Cuenca_Jequetepeque/_raw_reportes_xlsx/IDConfig_63571_completo.xlsx",33406,32.62
63583,"13774","13774_Cuenca_Jequetepeque","IDConfig_63583_completo.xlsx","13774_Cuenca_Jequetepeque/_raw_reportes_xlsx/IDConfig_63583_completo.xlsx",12812,12.51
64981,"13774","13774_Cuenca_Jequetepeque","IDConfig_64981_completo.xlsx","13774_Cuenca_Jequetepeque/_raw_reportes_xlsx/IDConfig_64981_completo.xlsx",13115,12.81
65075,"13774","13774_Cuenca_Jequetepeque","IDConfig_65075_completo.xlsx","13774_Cuenca_Jequetepeque/_raw_reportes_xlsx/IDConfig_65075_completo.xlsx",91375,89.23
65224,"13774","13774_Cuenca_Jequetepeque","IDConfig_65224_completo.xlsx","13774_Cuenca_Jequetepeque/_raw_reportes_xlsx/IDConfig_65224_completo.xlsx",54830,53.54
65362,"13774","13774_Cuenca_Jequetepeque","IDConfig_65362_completo.xlsx","13774_Cuenca_Jequetepeque/_raw_reportes_xlsx/IDConfig_65362_completo.xlsx",10712,10.46
67640,"13774","13774_Cuenca_Jequetepeque","IDConfig_67640_completo.xlsx","13774_Cuenca_Jequetepeque/_raw_reportes_xlsx/IDConfig_67640_completo.xlsx",12418,12.13
67741,"13774","13774_Cuenca_Jequetepeque","IDConfig_67741_completo.xlsx","13774_Cuenca_Jequetepeque/_raw_reportes_xlsx/IDConfig_67741_completo.xlsx",12158,11.87
1463,"137751","137751_Intercuenca_137751","IDConfig_1463_completo.xlsx","137751_Intercuenca_137751/_raw_reportes_xlsx/IDConfig_1463_completo.xlsx",9882,9.65
361,"137752","137752_Cuenca_Chaman","IDConfig_361_completo.xlsx","137752_Cuenca_Chaman/_raw_reportes_xlsx/IDConfig_361_completo.xlsx",17845,17.43
1395,"137752","137752_Cuenca_Chaman","IDConfig_1395_completo.xlsx","137752_Cuenca_Chaman/_raw_reportes_xlsx/IDConfig_1395_completo.xlsx",19959,19.49
2283,"137752","137752_Cuenca_Chaman","IDConfig_2283_completo.xlsx","137752_Cuenca_Chaman/_raw_reportes_xlsx/IDConfig_2283_completo.xlsx",18159,17.73
4032,"137752","137752_Cuenca_Chaman","IDConfig_4032_completo.xlsx","137752_Cuenca_Chaman/_raw_reportes_xlsx/IDConfig_4032_completo.xlsx",35956,35.11
52283,"137752","137752_Cuenca_Chaman","IDConfig_52283_completo.xlsx","137752_Cuenca_Chaman/_raw_reportes_xlsx/IDConfig_52283_completo.xlsx",90178,88.06
63502,"137753","137753_Intercuenca_137753","IDConfig_63502_completo.xlsx","137753_Intercuenca_137753/_raw_reportes_xlsx/IDConfig_63502_completo.xlsx",10606,10.36
256,"137754","137754_Cuenca_Zana","IDConfig_256_completo.xlsx","137754_Cuenca_Zana/_raw_reportes_xlsx/IDConfig_256_completo.xlsx",116732,114
360,"137754","137754_Cuenca_Zana","IDConfig_360_completo.xlsx","137754_Cuenca_Zana/_raw_reportes_xlsx/IDConfig_360_completo.xlsx",11861,11.58
810,"137754","137754_Cuenca_Zana","IDConfig_810_completo.xlsx","137754_Cuenca_Zana/_raw_reportes_xlsx/IDConfig_810_completo.xlsx",29633,28.94
1112,"137754","137754_Cuenca_Zana","IDConfig_1112_completo.xlsx","137754_Cuenca_Zana/_raw_reportes_xlsx/IDConfig_1112_completo.xlsx",9061,8.85
1462,"137754","137754_Cuenca_Zana","IDConfig_1462_completo.xlsx","137754_Cuenca_Zana/_raw_reportes_xlsx/IDConfig_1462_completo.xlsx",6269,6.12
1585,"137754","137754_Cuenca_Zana","IDConfig_1585_completo.xlsx","137754_Cuenca_Zana/_raw_reportes_xlsx/IDConfig_1585_completo.xlsx",95431,93.19
2912,"137754","137754_Cuenca_Zana","IDConfig_2912_completo.xlsx","137754_Cuenca_Zana/_raw_reportes_xlsx/IDConfig_2912_completo.xlsx",13735,13.41
2926,"137754","137754_Cuenca_Zana","IDConfig_2926_completo.xlsx","137754_Cuenca_Zana/_raw_reportes_xlsx/IDConfig_2926_completo.xlsx",3268,3.19
3014,"137754","137754_Cuenca_Zana","IDConfig_3014_completo.xlsx","137754_Cuenca_Zana/_raw_reportes_xlsx/IDConfig_3014_completo.xlsx",40194,39.25
3355,"137754","137754_Cuenca_Zana","IDConfig_3355_completo.xlsx","137754_Cuenca_Zana/_raw_reportes_xlsx/IDConfig_3355_completo.xlsx",15868,15.5
3536,"137754","137754_Cuenca_Zana","IDConfig_3536_completo.xlsx","137754_Cuenca_Zana/_raw_reportes_xlsx/IDConfig_3536_completo.xlsx",81342,79.44
3558,"137754","137754_Cuenca_Zana","IDConfig_3558_completo.xlsx","137754_Cuenca_Zana/_raw_reportes_xlsx/IDConfig_3558_completo.xlsx",11615,11.34
4236,"137754","137754_Cuenca_Zana","IDConfig_4236_completo.xlsx","137754_Cuenca_Zana/_raw_reportes_xlsx/IDConfig_4236_completo.xlsx",138165,134.93
8131,"137754","137754_Cuenca_Zana","IDConfig_8131_completo.xlsx","137754_Cuenca_Zana/_raw_reportes_xlsx/IDConfig_8131_completo.xlsx",95584,93.34
51849,"137754","137754_Cuenca_Zana","IDConfig_51849_completo.xlsx","137754_Cuenca_Zana/_raw_reportes_xlsx/IDConfig_51849_completo.xlsx",55633,54.33
52305,"137754","137754_Cuenca_Zana","IDConfig_52305_completo.xlsx","137754_Cuenca_Zana/_raw_reportes_xlsx/IDConfig_52305_completo.xlsx",83454,81.5
52337,"137754","137754_Cuenca_Zana","IDConfig_52337_completo.xlsx","137754_Cuenca_Zana/_raw_reportes_xlsx/IDConfig_52337_completo.xlsx",93274,91.09
63534,"137754","137754_Cuenca_Zana","IDConfig_63534_completo.xlsx","137754_Cuenca_Zana/_raw_reportes_xlsx/IDConfig_63534_completo.xlsx",13524,13.21
63561,"137754","137754_Cuenca_Zana","IDConfig_63561_completo.xlsx","137754_Cuenca_Zana/_raw_reportes_xlsx/IDConfig_63561_completo.xlsx",12922,12.62
3286,"137759","137759_Intercuenca_137759","IDConfig_3286_completo.xlsx","137759_Intercuenca_137759/_raw_reportes_xlsx/IDConfig_3286_completo.xlsx",12107,11.82
3766,"137759","137759_Intercuenca_137759","IDConfig_3766_completo.xlsx","137759_Intercuenca_137759/_raw_reportes_xlsx/IDConfig_3766_completo.xlsx",17228,16.82
102,"13776","13776_Cuenca_Chancay-Lambayeque","IDConfig_102_completo.xlsx","13776_Cuenca_Chancay-Lambayeque/_raw_reportes_xlsx/IDConfig_102_completo.xlsx",19518,19.06
208,"13776","13776_Cuenca_Chancay-Lambayeque","IDConfig_208_completo.xlsx","13776_Cuenca_Chancay-Lambayeque/_raw_reportes_xlsx/IDConfig_208_completo.xlsx",153955,150.35
2124,"13776","13776_Cuenca_Chancay-Lambayeque","IDConfig_2124_completo.xlsx","13776_Cuenca_Chancay-Lambayeque/_raw_reportes_xlsx/IDConfig_2124_completo.xlsx",54815,53.53
2151,"13776","13776_Cuenca_Chancay-Lambayeque","IDConfig_2151_completo.xlsx","13776_Cuenca_Chancay-Lambayeque/_raw_reportes_xlsx/IDConfig_2151_completo.xlsx",49138,47.99
2225,"13776","13776_Cuenca_Chancay-Lambayeque","IDConfig_2225_completo.xlsx","13776_Cuenca_Chancay-Lambayeque/_raw_reportes_xlsx/IDConfig_2225_completo.xlsx",80181,78.3
2501,"13776","13776_Cuenca_Chancay-Lambayeque","IDConfig_2501_completo.xlsx","13776_Cuenca_Chancay-Lambayeque/_raw_reportes_xlsx/IDConfig_2501_completo.xlsx",20283,19.81
3157,"13776","13776_Cuenca_Chancay-Lambayeque","IDConfig_3157_completo.xlsx","13776_Cuenca_Chancay-Lambayeque/_raw_reportes_xlsx/IDConfig_3157_completo.xlsx",145361,141.95
3818,"13776","13776_Cuenca_Chancay-Lambayeque","IDConfig_3818_completo.xlsx","13776_Cuenca_Chancay-Lambayeque/_raw_reportes_xlsx/IDConfig_3818_completo.xlsx",20677,20.19
3843,"13776","13776_Cuenca_Chancay-Lambayeque","IDConfig_3843_completo.xlsx","13776_Cuenca_Chancay-Lambayeque/_raw_reportes_xlsx/IDConfig_3843_completo.xlsx",6268,6.12
3844,"13776","13776_Cuenca_Chancay-Lambayeque","IDConfig_3844_completo.xlsx","13776_Cuenca_Chancay-Lambayeque/_raw_reportes_xlsx/IDConfig_3844_completo.xlsx",244339,238.61
3978,"13776","13776_Cuenca_Chancay-Lambayeque","IDConfig_3978_completo.xlsx","13776_Cuenca_Chancay-Lambayeque/_raw_reportes_xlsx/IDConfig_3978_completo.xlsx",88615,86.54
4116,"13776","13776_Cuenca_Chancay-Lambayeque","IDConfig_4116_completo.xlsx","13776_Cuenca_Chancay-Lambayeque/_raw_reportes_xlsx/IDConfig_4116_completo.xlsx",52765,51.53
4267,"13776","13776_Cuenca_Chancay-Lambayeque","IDConfig_4267_completo.xlsx","13776_Cuenca_Chancay-Lambayeque/_raw_reportes_xlsx/IDConfig_4267_completo.xlsx",61619,60.17
21068,"13776","13776_Cuenca_Chancay-Lambayeque","IDConfig_21068_completo.xlsx","13776_Cuenca_Chancay-Lambayeque/_raw_reportes_xlsx/IDConfig_21068_completo.xlsx",546362,533.56
21072,"13776","13776_Cuenca_Chancay-Lambayeque","IDConfig_21072_completo.xlsx","13776_Cuenca_Chancay-Lambayeque/_raw_reportes_xlsx/IDConfig_21072_completo.xlsx",23242,22.7
21073,"13776","13776_Cuenca_Chancay-Lambayeque","IDConfig_21073_completo.xlsx","13776_Cuenca_Chancay-Lambayeque/_raw_reportes_xlsx/IDConfig_21073_completo.xlsx",24779,24.2
21174,"13776","13776_Cuenca_Chancay-Lambayeque","IDConfig_21174_completo.xlsx","13776_Cuenca_Chancay-Lambayeque/_raw_reportes_xlsx/IDConfig_21174_completo.xlsx",502468,490.69
21178,"13776","13776_Cuenca_Chancay-Lambayeque","IDConfig_21178_completo.xlsx","13776_Cuenca_Chancay-Lambayeque/_raw_reportes_xlsx/IDConfig_21178_completo.xlsx",22976,22.44
21179,"13776","13776_Cuenca_Chancay-Lambayeque","IDConfig_21179_completo.xlsx","13776_Cuenca_Chancay-Lambayeque/_raw_reportes_xlsx/IDConfig_21179_completo.xlsx",22439,21.91
51730,"13776","13776_Cuenca_Chancay-Lambayeque","IDConfig_51730_completo.xlsx","13776_Cuenca_Chancay-Lambayeque/_raw_reportes_xlsx/IDConfig_51730_completo.xlsx",98792,96.48
51833,"13776","13776_Cuenca_Chancay-Lambayeque","IDConfig_51833_completo.xlsx","13776_Cuenca_Chancay-Lambayeque/_raw_reportes_xlsx/IDConfig_51833_completo.xlsx",56881,55.55
51899,"13776","13776_Cuenca_Chancay-Lambayeque","IDConfig_51899_completo.xlsx","13776_Cuenca_Chancay-Lambayeque/_raw_reportes_xlsx/IDConfig_51899_completo.xlsx",80074,78.2
52588,"13776","13776_Cuenca_Chancay-Lambayeque","IDConfig_52588_completo.xlsx","13776_Cuenca_Chancay-Lambayeque/_raw_reportes_xlsx/IDConfig_52588_completo.xlsx",61232,59.8
63301,"13776","13776_Cuenca_Chancay-Lambayeque","IDConfig_63301_completo.xlsx","13776_Cuenca_Chancay-Lambayeque/_raw_reportes_xlsx/IDConfig_63301_completo.xlsx",9804,9.57
63506,"13776","13776_Cuenca_Chancay-Lambayeque","IDConfig_63506_completo.xlsx","13776_Cuenca_Chancay-Lambayeque/_raw_reportes_xlsx/IDConfig_63506_completo.xlsx",15907,15.53
63511,"13776","13776_Cuenca_Chancay-Lambayeque","IDConfig_63511_completo.xlsx","13776_Cuenca_Chancay-Lambayeque/_raw_reportes_xlsx/IDConfig_63511_completo.xlsx",11542,11.27
63520,"13776","13776_Cuenca_Chancay-Lambayeque","IDConfig_63520_completo.xlsx","13776_Cuenca_Chancay-Lambayeque/_raw_reportes_xlsx/IDConfig_63520_completo.xlsx",10785,10.53
63541,"13776","13776_Cuenca_Chancay-Lambayeque","IDConfig_63541_completo.xlsx","13776_Cuenca_Chancay-Lambayeque/_raw_reportes_xlsx/IDConfig_63541_completo.xlsx",33586,32.8
63555,"13776","13776_Cuenca_Chancay-Lambayeque","IDConfig_63555_completo.xlsx","13776_Cuenca_Chancay-Lambayeque/_raw_reportes_xlsx/IDConfig_63555_completo.xlsx",14154,13.82
63829,"13776","13776_Cuenca_Chancay-Lambayeque","IDConfig_63829_completo.xlsx","13776_Cuenca_Chancay-Lambayeque/_raw_reportes_xlsx/IDConfig_63829_completo.xlsx",149947,146.43
63830,"13776","13776_Cuenca_Chancay-Lambayeque","IDConfig_63830_completo.xlsx","13776_Cuenca_Chancay-Lambayeque/_raw_reportes_xlsx/IDConfig_63830_completo.xlsx",67703,66.12
63833,"13776","13776_Cuenca_Chancay-Lambayeque","IDConfig_63833_completo.xlsx","13776_Cuenca_Chancay-Lambayeque/_raw_reportes_xlsx/IDConfig_63833_completo.xlsx",9851,9.62
63834,"13776","13776_Cuenca_Chancay-Lambayeque","IDConfig_63834_completo.xlsx","13776_Cuenca_Chancay-Lambayeque/_raw_reportes_xlsx/IDConfig_63834_completo.xlsx",6607,6.45
64918,"13776","13776_Cuenca_Chancay-Lambayeque","IDConfig_64918_completo.xlsx","13776_Cuenca_Chancay-Lambayeque/_raw_reportes_xlsx/IDConfig_64918_completo.xlsx",13201,12.89
64925,"13776","13776_Cuenca_Chancay-Lambayeque","IDConfig_64925_completo.xlsx","13776_Cuenca_Chancay-Lambayeque/_raw_reportes_xlsx/IDConfig_64925_completo.xlsx",13778,13.46
65012,"13776","13776_Cuenca_Chancay-Lambayeque","IDConfig_65012_completo.xlsx","13776_Cuenca_Chancay-Lambayeque/_raw_reportes_xlsx/IDConfig_65012_completo.xlsx",160822,157.05
65019,"13776","13776_Cuenca_Chancay-Lambayeque","IDConfig_65019_completo.xlsx","13776_Cuenca_Chancay-Lambayeque/_raw_reportes_xlsx/IDConfig_65019_completo.xlsx",150198,146.68
67577,"13776","13776_Cuenca_Chancay-Lambayeque","IDConfig_67577_completo.xlsx","13776_Cuenca_Chancay-Lambayeque/_raw_reportes_xlsx/IDConfig_67577_completo.xlsx",11621,11.35
67584,"13776","13776_Cuenca_Chancay-Lambayeque","IDConfig_67584_completo.xlsx","13776_Cuenca_Chancay-Lambayeque/_raw_reportes_xlsx/IDConfig_67584_completo.xlsx",12650,12.35
67678,"13776","13776_Cuenca_Chancay-Lambayeque","IDConfig_67678_completo.xlsx","13776_Cuenca_Chancay-Lambayeque/_raw_reportes_xlsx/IDConfig_67678_completo.xlsx",10934,10.68
67685,"13776","13776_Cuenca_Chancay-Lambayeque","IDConfig_67685_completo.xlsx","13776_Cuenca_Chancay-Lambayeque/_raw_reportes_xlsx/IDConfig_67685_completo.xlsx",12185,11.9
659,"137771","137771_Intercuenca_137771","IDConfig_659_completo.xlsx","137771_Intercuenca_137771/_raw_reportes_xlsx/IDConfig_659_completo.xlsx",24071,23.51
870,"137771","137771_Intercuenca_137771","IDConfig_870_completo.xlsx","137771_Intercuenca_137771/_raw_reportes_xlsx/IDConfig_870_completo.xlsx",85269,83.27
1209,"137771","137771_Intercuenca_137771","IDConfig_1209_completo.xlsx","137771_Intercuenca_137771/_raw_reportes_xlsx/IDConfig_1209_completo.xlsx",15046,14.69
2415,"137771","137771_Intercuenca_137771","IDConfig_2415_completo.xlsx","137771_Intercuenca_137771/_raw_reportes_xlsx/IDConfig_2415_completo.xlsx",34352,33.55
51884,"137771","137771_Intercuenca_137771","IDConfig_51884_completo.xlsx","137771_Intercuenca_137771/_raw_reportes_xlsx/IDConfig_51884_completo.xlsx",94784,92.56
101,"137772","137772_Cuenca_Motupe","IDConfig_101_completo.xlsx","137772_Cuenca_Motupe/_raw_reportes_xlsx/IDConfig_101_completo.xlsx",26259,25.64
120,"137772","137772_Cuenca_Motupe","IDConfig_120_completo.xlsx","137772_Cuenca_Motupe/_raw_reportes_xlsx/IDConfig_120_completo.xlsx",11079,10.82
383,"137772","137772_Cuenca_Motupe","IDConfig_383_completo.xlsx","137772_Cuenca_Motupe/_raw_reportes_xlsx/IDConfig_383_completo.xlsx",8337,8.14
384,"137772","137772_Cuenca_Motupe","IDConfig_384_completo.xlsx","137772_Cuenca_Motupe/_raw_reportes_xlsx/IDConfig_384_completo.xlsx",8176,7.98
808,"137772","137772_Cuenca_Motupe","IDConfig_808_completo.xlsx","137772_Cuenca_Motupe/_raw_reportes_xlsx/IDConfig_808_completo.xlsx",54898,53.61
984,"137772","137772_Cuenca_Motupe","IDConfig_984_completo.xlsx","137772_Cuenca_Motupe/_raw_reportes_xlsx/IDConfig_984_completo.xlsx",143850,140.48
1208,"137772","137772_Cuenca_Motupe","IDConfig_1208_completo.xlsx","137772_Cuenca_Motupe/_raw_reportes_xlsx/IDConfig_1208_completo.xlsx",182866,178.58
1266,"137772","137772_Cuenca_Motupe","IDConfig_1266_completo.xlsx","137772_Cuenca_Motupe/_raw_reportes_xlsx/IDConfig_1266_completo.xlsx",7072,6.91
1336,"137772","137772_Cuenca_Motupe","IDConfig_1336_completo.xlsx","137772_Cuenca_Motupe/_raw_reportes_xlsx/IDConfig_1336_completo.xlsx",24154,23.59
1760,"137772","137772_Cuenca_Motupe","IDConfig_1760_completo.xlsx","137772_Cuenca_Motupe/_raw_reportes_xlsx/IDConfig_1760_completo.xlsx",14753,14.41
2351,"137772","137772_Cuenca_Motupe","IDConfig_2351_completo.xlsx","137772_Cuenca_Motupe/_raw_reportes_xlsx/IDConfig_2351_completo.xlsx",54386,53.11
2769,"137772","137772_Cuenca_Motupe","IDConfig_2769_completo.xlsx","137772_Cuenca_Motupe/_raw_reportes_xlsx/IDConfig_2769_completo.xlsx",25148,24.56
3042,"137772","137772_Cuenca_Motupe","IDConfig_3042_completo.xlsx","137772_Cuenca_Motupe/_raw_reportes_xlsx/IDConfig_3042_completo.xlsx",16091,15.71
3710,"137772","137772_Cuenca_Motupe","IDConfig_3710_completo.xlsx","137772_Cuenca_Motupe/_raw_reportes_xlsx/IDConfig_3710_completo.xlsx",8613,8.41
4010,"137772","137772_Cuenca_Motupe","IDConfig_4010_completo.xlsx","137772_Cuenca_Motupe/_raw_reportes_xlsx/IDConfig_4010_completo.xlsx",111485,108.87
4234,"137772","137772_Cuenca_Motupe","IDConfig_4234_completo.xlsx","137772_Cuenca_Motupe/_raw_reportes_xlsx/IDConfig_4234_completo.xlsx",41519,40.55
7243,"137772","137772_Cuenca_Motupe","IDConfig_7243_completo.xlsx","137772_Cuenca_Motupe/_raw_reportes_xlsx/IDConfig_7243_completo.xlsx",151750,148.19
8132,"137772","137772_Cuenca_Motupe","IDConfig_8132_completo.xlsx","137772_Cuenca_Motupe/_raw_reportes_xlsx/IDConfig_8132_completo.xlsx",145342,141.94
52023,"137772","137772_Cuenca_Motupe","IDConfig_52023_completo.xlsx","137772_Cuenca_Motupe/_raw_reportes_xlsx/IDConfig_52023_completo.xlsx",62969,61.49
52477,"137772","137772_Cuenca_Motupe","IDConfig_52477_completo.xlsx","137772_Cuenca_Motupe/_raw_reportes_xlsx/IDConfig_52477_completo.xlsx",71542,69.87
52651,"137772","137772_Cuenca_Motupe","IDConfig_52651_completo.xlsx","137772_Cuenca_Motupe/_raw_reportes_xlsx/IDConfig_52651_completo.xlsx",62358,60.9
65223,"137772","137772_Cuenca_Motupe","IDConfig_65223_completo.xlsx","137772_Cuenca_Motupe/_raw_reportes_xlsx/IDConfig_65223_completo.xlsx",28995,28.32
65361,"137772","137772_Cuenca_Motupe","IDConfig_65361_completo.xlsx","137772_Cuenca_Motupe/_raw_reportes_xlsx/IDConfig_65361_completo.xlsx",9589,9.36
250,"137774","137774_Cuenca_Olmos","IDConfig_250_completo.xlsx","137774_Cuenca_Olmos/_raw_reportes_xlsx/IDConfig_250_completo.xlsx",8924,8.71
1348,"137774","137774_Cuenca_Olmos","IDConfig_1348_completo.xlsx","137774_Cuenca_Olmos/_raw_reportes_xlsx/IDConfig_1348_completo.xlsx",5454,5.33
1483,"137774","137774_Cuenca_Olmos","IDConfig_1483_completo.xlsx","137774_Cuenca_Olmos/_raw_reportes_xlsx/IDConfig_1483_completo.xlsx",49553,48.39
2147,"137774","137774_Cuenca_Olmos","IDConfig_2147_completo.xlsx","137774_Cuenca_Olmos/_raw_reportes_xlsx/IDConfig_2147_completo.xlsx",97760,95.47
63884,"137774","137774_Cuenca_Olmos","IDConfig_63884_completo.xlsx","137774_Cuenca_Olmos/_raw_reportes_xlsx/IDConfig_63884_completo.xlsx",6446,6.29
1722,"13778","13778_Cuenca_Cascajal","IDConfig_1722_completo.xlsx","13778_Cuenca_Cascajal/_raw_reportes_xlsx/IDConfig_1722_completo.xlsx",9993,9.76
2915,"13778","13778_Cuenca_Cascajal","IDConfig_2915_completo.xlsx","13778_Cuenca_Cascajal/_raw_reportes_xlsx/IDConfig_2915_completo.xlsx",30393,29.68
63514,"13778","13778_Cuenca_Cascajal","IDConfig_63514_completo.xlsx","13778_Cuenca_Cascajal/_raw_reportes_xlsx/IDConfig_63514_completo.xlsx",18662,18.22
63528,"13778","13778_Cuenca_Cascajal","IDConfig_63528_completo.xlsx","13778_Cuenca_Cascajal/_raw_reportes_xlsx/IDConfig_63528_completo.xlsx",18143,17.72
63567,"13778","13778_Cuenca_Cascajal","IDConfig_63567_completo.xlsx","13778_Cuenca_Cascajal/_raw_reportes_xlsx/IDConfig_63567_completo.xlsx",12023,11.74
114,"1378","1378_Cuenca_Piura","IDConfig_114_completo.xlsx","1378_Cuenca_Piura/_raw_reportes_xlsx/IDConfig_114_completo.xlsx",42170,41.18
209,"1378","1378_Cuenca_Piura","IDConfig_209_completo.xlsx","1378_Cuenca_Piura/_raw_reportes_xlsx/IDConfig_209_completo.xlsx",11685,11.41
228,"1378","1378_Cuenca_Piura","IDConfig_228_completo.xlsx","1378_Cuenca_Piura/_raw_reportes_xlsx/IDConfig_228_completo.xlsx",24786,24.21
238,"1378","1378_Cuenca_Piura","IDConfig_238_completo.xlsx","1378_Cuenca_Piura/_raw_reportes_xlsx/IDConfig_238_completo.xlsx",129908,126.86
339,"1378","1378_Cuenca_Piura","IDConfig_339_completo.xlsx","1378_Cuenca_Piura/_raw_reportes_xlsx/IDConfig_339_completo.xlsx",62004,60.55
422,"1378","1378_Cuenca_Piura","IDConfig_422_completo.xlsx","1378_Cuenca_Piura/_raw_reportes_xlsx/IDConfig_422_completo.xlsx",5485,5.36
428,"1378","1378_Cuenca_Piura","IDConfig_428_completo.xlsx","1378_Cuenca_Piura/_raw_reportes_xlsx/IDConfig_428_completo.xlsx",107683,105.16
465,"1378","1378_Cuenca_Piura","IDConfig_465_completo.xlsx","1378_Cuenca_Piura/_raw_reportes_xlsx/IDConfig_465_completo.xlsx",135897,132.71
499,"1378","1378_Cuenca_Piura","IDConfig_499_completo.xlsx","1378_Cuenca_Piura/_raw_reportes_xlsx/IDConfig_499_completo.xlsx",60128,58.72
500,"1378","1378_Cuenca_Piura","IDConfig_500_completo.xlsx","1378_Cuenca_Piura/_raw_reportes_xlsx/IDConfig_500_completo.xlsx",120292,117.47
522,"1378","1378_Cuenca_Piura","IDConfig_522_completo.xlsx","1378_Cuenca_Piura/_raw_reportes_xlsx/IDConfig_522_completo.xlsx",10027,9.79
636,"1378","1378_Cuenca_Piura","IDConfig_636_completo.xlsx","1378_Cuenca_Piura/_raw_reportes_xlsx/IDConfig_636_completo.xlsx",80751,78.86
852,"1378","1378_Cuenca_Piura","IDConfig_852_completo.xlsx","1378_Cuenca_Piura/_raw_reportes_xlsx/IDConfig_852_completo.xlsx",28477,27.81
1065,"1378","1378_Cuenca_Piura","IDConfig_1065_completo.xlsx","1378_Cuenca_Piura/_raw_reportes_xlsx/IDConfig_1065_completo.xlsx",85506,83.5
1066,"1378","1378_Cuenca_Piura","IDConfig_1066_completo.xlsx","1378_Cuenca_Piura/_raw_reportes_xlsx/IDConfig_1066_completo.xlsx",9272,9.05
