"IDConfig","CodigoUH","carpeta_cuenca","archivo","ruta_relativa","tamano_bytes","tamano_kb"
3597,"1319","1319_Intercuenca_1319","IDConfig_3597_completo.xlsx","1319_Intercuenca_1319/_raw_reportes_xlsx/IDConfig_3597_completo.xlsx",39291,38.37
107,"132","132_Cuenca_Quilca_-_Vitor_-_Chili","IDConfig_107_completo.xlsx","132_Cuenca_Quilca_-_Vitor_-_Chili/_raw_reportes_xlsx/IDConfig_107_completo.xlsx",8931,8.72
108,"132","132_Cuenca_Quilca_-_Vitor_-_Chili","IDConfig_108_completo.xlsx","132_Cuenca_Quilca_-_Vitor_-_Chili/_raw_reportes_xlsx/IDConfig_108_completo.xlsx",17398,16.99
232,"132","132_Cuenca_Quilca_-_Vitor_-_Chili","IDConfig_232_completo.xlsx","132_Cuenca_Quilca_-_Vitor_-_Chili/_raw_reportes_xlsx/IDConfig_232_completo.xlsx",16116,15.74
466,"132","132_Cuenca_Quilca_-_Vitor_-_Chili","IDConfig_466_completo.xlsx","132_Cuenca_Quilca_-_Vitor_-_Chili/_raw_reportes_xlsx/IDConfig_466_completo.xlsx",133172,130.05
501,"132","132_Cuenca_Quilca_-_Vitor_-_Chili","IDConfig_501_completo.xlsx","132_Cuenca_Quilca_-_Vitor_-_Chili/_raw_reportes_xlsx/IDConfig_501_completo.xlsx",128483,125.47
617,"132","132_Cuenca_Quilca_-_Vitor_-_Chili","IDConfig_617_completo.xlsx","132_Cuenca_Quilca_-_Vitor_-_Chili/_raw_reportes_xlsx/IDConfig_617_completo.xlsx",35527,34.69
664,"132","132_Cuenca_Quilca_-_Vitor_-_Chili","IDConfig_664_completo.xlsx","132_Cuenca_Quilca_-_Vitor_-_Chili/_raw_reportes_xlsx/IDConfig_664_completo.xlsx",10683,10.43
796,"132","132_Cuenca_Quilca_-_Vitor_-_Chili","IDConfig_796_completo.xlsx","132_Cuenca_Quilca_-_Vitor_-_Chili/_raw_reportes_xlsx/IDConfig_796_completo.xlsx",111233,108.63
832,"132","132_Cuenca_Quilca_-_Vitor_-_Chili","IDConfig_832_completo.xlsx","132_Cuenca_Quilca_-_Vitor_-_Chili/_raw_reportes_xlsx/IDConfig_832_completo.xlsx",19692,19.23
918,"132","132_Cuenca_Quilca_-_Vitor_-_Chili","IDConfig_918_completo.xlsx","132_Cuenca_Quilca_-_Vitor_-_Chili/_raw_reportes_xlsx/IDConfig_918_completo.xlsx",8091,7.9
954,"132","132_Cuenca_Quilca_-_Vitor_-_Chili","IDConfig_954_completo.xlsx","132_Cuenca_Quilca_-_Vitor_-_Chili/_raw_reportes_xlsx/IDConfig_954_completo.xlsx",15952,15.58
1340,"132","132_Cuenca_Quilca_-_Vitor_-_Chili","IDConfig_1340_completo.xlsx","132_Cuenca_Quilca_-_Vitor_-_Chili/_raw_reportes_xlsx/IDConfig_1340_completo.xlsx",7162,6.99
1593,"132","132_Cuenca_Quilca_-_Vitor_-_Chili","IDConfig_1593_completo.xlsx","132_Cuenca_Quilca_-_Vitor_-_Chili/_raw_reportes_xlsx/IDConfig_1593_completo.xlsx",62421,60.96
1832,"132","132_Cuenca_Quilca_-_Vitor_-_Chili","IDConfig_1832_completo.xlsx","132_Cuenca_Quilca_-_Vitor_-_Chili/_raw_reportes_xlsx/IDConfig_1832_completo.xlsx",77196,75.39
1848,"132","132_Cuenca_Quilca_-_Vitor_-_Chili","IDConfig_1848_completo.xlsx","132_Cuenca_Quilca_-_Vitor_-_Chili/_raw_reportes_xlsx/IDConfig_1848_completo.xlsx",12682,12.38
1849,"132","132_Cuenca_Quilca_-_Vitor_-_Chili","IDConfig_1849_completo.xlsx","132_Cuenca_Quilca_-_Vitor_-_Chili/_raw_reportes_xlsx/IDConfig_1849_completo.xlsx",4428,4.32
1936,"132","132_Cuenca_Quilca_-_Vitor_-_Chili","IDConfig_1936_completo.xlsx","132_Cuenca_Quilca_-_Vitor_-_Chili/_raw_reportes_xlsx/IDConfig_1936_completo.xlsx",59301,57.91
2104,"132","132_Cuenca_Quilca_-_Vitor_-_Chili","IDConfig_2104_completo.xlsx","132_Cuenca_Quilca_-_Vitor_-_Chili/_raw_reportes_xlsx/IDConfig_2104_completo.xlsx",19910,19.44
2261,"132","132_Cuenca_Quilca_-_Vitor_-_Chili","IDConfig_2261_completo.xlsx","132_Cuenca_Quilca_-_Vitor_-_Chili/_raw_reportes_xlsx/IDConfig_2261_completo.xlsx",25098,24.51
2740,"132","132_Cuenca_Quilca_-_Vitor_-_Chili","IDConfig_2740_completo.xlsx","132_Cuenca_Quilca_-_Vitor_-_Chili/_raw_reportes_xlsx/IDConfig_2740_completo.xlsx",13519,13.2
2761,"132","132_Cuenca_Quilca_-_Vitor_-_Chili","IDConfig_2761_completo.xlsx","132_Cuenca_Quilca_-_Vitor_-_Chili/_raw_reportes_xlsx/IDConfig_2761_completo.xlsx",76588,74.79
2774,"132","132_Cuenca_Quilca_-_Vitor_-_Chili","IDConfig_2774_completo.xlsx","132_Cuenca_Quilca_-_Vitor_-_Chili/_raw_reportes_xlsx/IDConfig_2774_completo.xlsx",49630,48.47
3037,"132","132_Cuenca_Quilca_-_Vitor_-_Chili","IDConfig_3037_completo.xlsx","132_Cuenca_Quilca_-_Vitor_-_Chili/_raw_reportes_xlsx/IDConfig_3037_completo.xlsx",6030,5.89
3160,"132","132_Cuenca_Quilca_-_Vitor_-_Chili","IDConfig_3160_completo.xlsx","132_Cuenca_Quilca_-_Vitor_-_Chili/_raw_reportes_xlsx/IDConfig_3160_completo.xlsx",44807,43.76
3274,"132","132_Cuenca_Quilca_-_Vitor_-_Chili","IDConfig_3274_completo.xlsx","132_Cuenca_Quilca_-_Vitor_-_Chili/_raw_reportes_xlsx/IDConfig_3274_completo.xlsx",3423,3.34
3296,"132","132_Cuenca_Quilca_-_Vitor_-_Chili","IDConfig_3296_completo.xlsx","132_Cuenca_Quilca_-_Vitor_-_Chili/_raw_reportes_xlsx/IDConfig_3296_completo.xlsx",8144,7.95
3330,"132","132_Cuenca_Quilca_-_Vitor_-_Chili","IDConfig_3330_completo.xlsx","132_Cuenca_Quilca_-_Vitor_-_Chili/_raw_reportes_xlsx/IDConfig_3330_completo.xlsx",10735,10.48
3388,"132","132_Cuenca_Quilca_-_Vitor_-_Chili","IDConfig_3388_completo.xlsx","132_Cuenca_Quilca_-_Vitor_-_Chili/_raw_reportes_xlsx/IDConfig_3388_completo.xlsx",16568,16.18
3455,"132","132_Cuenca_Quilca_-_Vitor_-_Chili","IDConfig_3455_completo.xlsx","132_Cuenca_Quilca_-_Vitor_-_Chili/_raw_reportes_xlsx/IDConfig_3455_completo.xlsx",600039,585.98
3566,"132","132_Cuenca_Quilca_-_Vitor_-_Chili","IDConfig_3566_completo.xlsx","132_Cuenca_Quilca_-_Vitor_-_Chili/_raw_reportes_xlsx/IDConfig_3566_completo.xlsx",125512,122.57
3697,"132","132_Cuenca_Quilca_-_Vitor_-_Chili","IDConfig_3697_completo.xlsx","132_Cuenca_Quilca_-_Vitor_-_Chili/_raw_reportes_xlsx/IDConfig_3697_completo.xlsx",35921,35.08
3698,"132","132_Cuenca_Quilca_-_Vitor_-_Chili","IDConfig_3698_completo.xlsx","132_Cuenca_Quilca_-_Vitor_-_Chili/_raw_reportes_xlsx/IDConfig_3698_completo.xlsx",10918,10.66
3699,"132","132_Cuenca_Quilca_-_Vitor_-_Chili","IDConfig_3699_completo.xlsx","132_Cuenca_Quilca_-_Vitor_-_Chili/_raw_reportes_xlsx/IDConfig_3699_completo.xlsx",17744,17.33
3851,"132","132_Cuenca_Quilca_-_Vitor_-_Chili","IDConfig_3851_completo.xlsx","132_Cuenca_Quilca_-_Vitor_-_Chili/_raw_reportes_xlsx/IDConfig_3851_completo.xlsx",94849,92.63
3852,"132","132_Cuenca_Quilca_-_Vitor_-_Chili","IDConfig_3852_completo.xlsx","132_Cuenca_Quilca_-_Vitor_-_Chili/_raw_reportes_xlsx/IDConfig_3852_completo.xlsx",24251,23.68
4255,"132","132_Cuenca_Quilca_-_Vitor_-_Chili","IDConfig_4255_completo.xlsx","132_Cuenca_Quilca_-_Vitor_-_Chili/_raw_reportes_xlsx/IDConfig_4255_completo.xlsx",557296,544.23
7335,"132","132_Cuenca_Quilca_-_Vitor_-_Chili","IDConfig_7335_completo.xlsx","132_Cuenca_Quilca_-_Vitor_-_Chili/_raw_reportes_xlsx/IDConfig_7335_completo.xlsx",144967,141.57
7355,"132","132_Cuenca_Quilca_-_Vitor_-_Chili","IDConfig_7355_completo.xlsx","132_Cuenca_Quilca_-_Vitor_-_Chili/_raw_reportes_xlsx/IDConfig_7355_completo.xlsx",18419,17.99
7361,"132","132_Cuenca_Quilca_-_Vitor_-_Chili","IDConfig_7361_completo.xlsx","132_Cuenca_Quilca_-_Vitor_-_Chili/_raw_reportes_xlsx/IDConfig_7361_completo.xlsx",247895,242.08
7363,"132","132_Cuenca_Quilca_-_Vitor_-_Chili","IDConfig_7363_completo.xlsx","132_Cuenca_Quilca_-_Vitor_-_Chili/_raw_reportes_xlsx/IDConfig_7363_completo.xlsx",263714,257.53
8169,"132","132_Cuenca_Quilca_-_Vitor_-_Chili","IDConfig_8169_completo.xlsx","132_Cuenca_Quilca_-_Vitor_-_Chili/_raw_reportes_xlsx/IDConfig_8169_completo.xlsx",203535,198.76
8181,"132","132_Cuenca_Quilca_-_Vitor_-_Chili","IDConfig_8181_completo.xlsx","132_Cuenca_Quilca_-_Vitor_-_Chili/_raw_reportes_xlsx/IDConfig_8181_completo.xlsx",294907,288
51842,"132","132_Cuenca_Quilca_-_Vitor_-_Chili","IDConfig_51842_completo.xlsx","132_Cuenca_Quilca_-_Vitor_-_Chili/_raw_reportes_xlsx/IDConfig_51842_completo.xlsx",57696,56.34
51893,"132","132_Cuenca_Quilca_-_Vitor_-_Chili","IDConfig_51893_completo.xlsx","132_Cuenca_Quilca_-_Vitor_-_Chili/_raw_reportes_xlsx/IDConfig_51893_completo.xlsx",78214,76.38
52038,"132","132_Cuenca_Quilca_-_Vitor_-_Chili","IDConfig_52038_completo.xlsx","132_Cuenca_Quilca_-_Vitor_-_Chili/_raw_reportes_xlsx/IDConfig_52038_completo.xlsx",56168,54.85
52178,"132","132_Cuenca_Quilca_-_Vitor_-_Chili","IDConfig_52178_completo.xlsx","132_Cuenca_Quilca_-_Vitor_-_Chili/_raw_reportes_xlsx/IDConfig_52178_completo.xlsx",79699,77.83
52449,"132","132_Cuenca_Quilca_-_Vitor_-_Chili","IDConfig_52449_completo.xlsx","132_Cuenca_Quilca_-_Vitor_-_Chili/_raw_reportes_xlsx/IDConfig_52449_completo.xlsx",79833,77.96
52551,"132","132_Cuenca_Quilca_-_Vitor_-_Chili","IDConfig_52551_completo.xlsx","132_Cuenca_Quilca_-_Vitor_-_Chili/_raw_reportes_xlsx/IDConfig_52551_completo.xlsx",49704,48.54
52593,"132","132_Cuenca_Quilca_-_Vitor_-_Chili","IDConfig_52593_completo.xlsx","132_Cuenca_Quilca_-_Vitor_-_Chili/_raw_reportes_xlsx/IDConfig_52593_completo.xlsx",84659,82.67
62893,"132","132_Cuenca_Quilca_-_Vitor_-_Chili","IDConfig_62893_completo.xlsx","132_Cuenca_Quilca_-_Vitor_-_Chili/_raw_reportes_xlsx/IDConfig_62893_completo.xlsx",16961,16.56
63319,"132","132_Cuenca_Quilca_-_Vitor_-_Chili","IDConfig_63319_completo.xlsx","132_Cuenca_Quilca_-_Vitor_-_Chili/_raw_reportes_xlsx/IDConfig_63319_completo.xlsx",9687,9.46
63321,"132","132_Cuenca_Quilca_-_Vitor_-_Chili","IDConfig_63321_completo.xlsx","132_Cuenca_Quilca_-_Vitor_-_Chili/_raw_reportes_xlsx/IDConfig_63321_completo.xlsx",8440,8.24
63332,"132","132_Cuenca_Quilca_-_Vitor_-_Chili","IDConfig_63332_completo.xlsx","132_Cuenca_Quilca_-_Vitor_-_Chili/_raw_reportes_xlsx/IDConfig_63332_completo.xlsx",3358,3.28
63498,"132","132_Cuenca_Quilca_-_Vitor_-_Chili","IDConfig_63498_completo.xlsx","132_Cuenca_Quilca_-_Vitor_-_Chili/_raw_reportes_xlsx/IDConfig_63498_completo.xlsx",12607,12.31
63526,"132","132_Cuenca_Quilca_-_Vitor_-_Chili","IDConfig_63526_completo.xlsx","132_Cuenca_Quilca_-_Vitor_-_Chili/_raw_reportes_xlsx/IDConfig_63526_completo.xlsx",12126,11.84
64125,"132","132_Cuenca_Quilca_-_Vitor_-_Chili","IDConfig_64125_completo.xlsx","132_Cuenca_Quilca_-_Vitor_-_Chili/_raw_reportes_xlsx/IDConfig_64125_completo.xlsx",5775,5.64
64126,"132","132_Cuenca_Quilca_-_Vitor_-_Chili","IDConfig_64126_completo.xlsx","132_Cuenca_Quilca_-_Vitor_-_Chili/_raw_reportes_xlsx/IDConfig_64126_completo.xlsx",4694,4.58
64128,"132","132_Cuenca_Quilca_-_Vitor_-_Chili","IDConfig_64128_completo.xlsx","132_Cuenca_Quilca_-_Vitor_-_Chili/_raw_reportes_xlsx/IDConfig_64128_completo.xlsx",7246,7.08
64129,"132","132_Cuenca_Quilca_-_Vitor_-_Chili","IDConfig_64129_completo.xlsx","132_Cuenca_Quilca_-_Vitor_-_Chili/_raw_reportes_xlsx/IDConfig_64129_completo.xlsx",5665,5.53
64131,"132","132_Cuenca_Quilca_-_Vitor_-_Chili","IDConfig_64131_completo.xlsx","132_Cuenca_Quilca_-_Vitor_-_Chili/_raw_reportes_xlsx/IDConfig_64131_completo.xlsx",76802,75
64132,"132","132_Cuenca_Quilca_-_Vitor_-_Chili","IDConfig_64132_completo.xlsx","132_Cuenca_Quilca_-_Vitor_-_Chili/_raw_reportes_xlsx/IDConfig_64132_completo.xlsx",5860,5.72
64133,"132","132_Cuenca_Quilca_-_Vitor_-_Chili","IDConfig_64133_completo.xlsx","132_Cuenca_Quilca_-_Vitor_-_Chili/_raw_reportes_xlsx/IDConfig_64133_completo.xlsx",4623,4.51
64906,"132","132_Cuenca_Quilca_-_Vitor_-_Chili","IDConfig_64906_completo.xlsx","132_Cuenca_Quilca_-_Vitor_-_Chili/_raw_reportes_xlsx/IDConfig_64906_completo.xlsx",11534,11.26
64908,"132","132_Cuenca_Quilca_-_Vitor_-_Chili","IDConfig_64908_completo.xlsx","132_Cuenca_Quilca_-_Vitor_-_Chili/_raw_reportes_xlsx/IDConfig_64908_completo.xlsx",12449,12.16
64993,"132","132_Cuenca_Quilca_-_Vitor_-_Chili","IDConfig_64993_completo.xlsx","132_Cuenca_Quilca_-_Vitor_-_Chili/_raw_reportes_xlsx/IDConfig_64993_completo.xlsx",11659,11.39
65000,"132","132_Cuenca_Quilca_-_Vitor_-_Chili","IDConfig_65000_completo.xlsx","132_Cuenca_Quilca_-_Vitor_-_Chili/_raw_reportes_xlsx/IDConfig_65000_completo.xlsx",41965,40.98
65002,"132","132_Cuenca_Quilca_-_Vitor_-_Chili","IDConfig_65002_completo.xlsx","132_Cuenca_Quilca_-_Vitor_-_Chili/_raw_reportes_xlsx/IDConfig_65002_completo.xlsx",134199,131.05
65087,"132","132_Cuenca_Quilca_-_Vitor_-_Chili","IDConfig_65087_completo.xlsx","132_Cuenca_Quilca_-_Vitor_-_Chili/_raw_reportes_xlsx/IDConfig_65087_completo.xlsx",134443,131.29
65121,"132","132_Cuenca_Quilca_-_Vitor_-_Chili","IDConfig_65121_completo.xlsx","132_Cuenca_Quilca_-_Vitor_-_Chili/_raw_reportes_xlsx/IDConfig_65121_completo.xlsx",154205,150.59
65211,"132","132_Cuenca_Quilca_-_Vitor_-_Chili","IDConfig_65211_completo.xlsx","132_Cuenca_Quilca_-_Vitor_-_Chili/_raw_reportes_xlsx/IDConfig_65211_completo.xlsx",66609,65.05
65279,"132","132_Cuenca_Quilca_-_Vitor_-_Chili","IDConfig_65279_completo.xlsx","132_Cuenca_Quilca_-_Vitor_-_Chili/_raw_reportes_xlsx/IDConfig_65279_completo.xlsx",11168,10.91
65349,"132","132_Cuenca_Quilca_-_Vitor_-_Chili","IDConfig_65349_completo.xlsx","132_Cuenca_Quilca_-_Vitor_-_Chili/_raw_reportes_xlsx/IDConfig_65349_completo.xlsx",6871,6.71
67565,"132","132_Cuenca_Quilca_-_Vitor_-_Chili","IDConfig_67565_completo.xlsx","132_Cuenca_Quilca_-_Vitor_-_Chili/_raw_reportes_xlsx/IDConfig_67565_completo.xlsx",10017,9.78
67567,"132","132_Cuenca_Quilca_-_Vitor_-_Chili","IDConfig_67567_completo.xlsx","132_Cuenca_Quilca_-_Vitor_-_Chili/_raw_reportes_xlsx/IDConfig_67567_completo.xlsx",10652,10.4
67652,"132","132_Cuenca_Quilca_-_Vitor_-_Chili","IDConfig_67652_completo.xlsx","132_Cuenca_Quilca_-_Vitor_-_Chili/_raw_reportes_xlsx/IDConfig_67652_completo.xlsx",10580,10.33
67666,"132","132_Cuenca_Quilca_-_Vitor_-_Chili","IDConfig_67666_completo.xlsx","132_Cuenca_Quilca_-_Vitor_-_Chili/_raw_reportes_xlsx/IDConfig_67666_completo.xlsx",9975,9.74
67668,"132","132_Cuenca_Quilca_-_Vitor_-_Chili","IDConfig_67668_completo.xlsx","132_Cuenca_Quilca_-_Vitor_-_Chili/_raw_reportes_xlsx/IDConfig_67668_completo.xlsx",10472,10.23
67753,"132","132_Cuenca_Quilca_-_Vitor_-_Chili","IDConfig_67753_completo.xlsx","132_Cuenca_Quilca_-_Vitor_-_Chili/_raw_reportes_xlsx/IDConfig_67753_completo.xlsx",9823,9.59
63508,"133","133_Intercuenca_133","IDConfig_63508_completo.xlsx","133_Intercuenca_133/_raw_reportes_xlsx/IDConfig_63508_completo.xlsx",10660,10.41
106,"134","134_Cuenca_Camana","IDConfig_106_completo.xlsx","134_Cuenca_Camana/_raw_reportes_xlsx/IDConfig_106_completo.xlsx",12745,12.45
244,"134","134_Cuenca_Camana","IDConfig_244_completo.xlsx","134_Cuenca_Camana/_raw_reportes_xlsx/IDConfig_244_completo.xlsx",14154,13.82
318,"134","134_Cuenca_Camana","IDConfig_318_completo.xlsx","134_Cuenca_Camana/_raw_reportes_xlsx/IDConfig_318_completo.xlsx",6937,6.77
1093,"134","134_Cuenca_Camana","IDConfig_1093_completo.xlsx","134_Cuenca_Camana/_raw_reportes_xlsx/IDConfig_1093_completo.xlsx",54021,52.75
1213,"134","134_Cuenca_Camana","IDConfig_1213_completo.xlsx","134_Cuenca_Camana/_raw_reportes_xlsx/IDConfig_1213_completo.xlsx",9067,8.85
1469,"134","134_Cuenca_Camana","IDConfig_1469_completo.xlsx","134_Cuenca_Camana/_raw_reportes_xlsx/IDConfig_1469_completo.xlsx",3722,3.63
1703,"134","134_Cuenca_Camana","IDConfig_1703_completo.xlsx","134_Cuenca_Camana/_raw_reportes_xlsx/IDConfig_1703_completo.xlsx",43296,42.28
1846,"134","134_Cuenca_Camana","IDConfig_1846_completo.xlsx","134_Cuenca_Camana/_raw_reportes_xlsx/IDConfig_1846_completo.xlsx",38092,37.2
1847,"134","134_Cuenca_Camana","IDConfig_1847_completo.xlsx","134_Cuenca_Camana/_raw_reportes_xlsx/IDConfig_1847_completo.xlsx",20095,19.62
2056,"134","134_Cuenca_Camana","IDConfig_2056_completo.xlsx","134_Cuenca_Camana/_raw_reportes_xlsx/IDConfig_2056_completo.xlsx",15355,15
2357,"134","134_Cuenca_Camana","IDConfig_2357_completo.xlsx","134_Cuenca_Camana/_raw_reportes_xlsx/IDConfig_2357_completo.xlsx",20336,19.86
2358,"134","134_Cuenca_Camana","IDConfig_2358_completo.xlsx","134_Cuenca_Camana/_raw_reportes_xlsx/IDConfig_2358_completo.xlsx",22455,21.93
2633,"134","134_Cuenca_Camana","IDConfig_2633_completo.xlsx","134_Cuenca_Camana/_raw_reportes_xlsx/IDConfig_2633_completo.xlsx",38447,37.55
2634,"134","134_Cuenca_Camana","IDConfig_2634_completo.xlsx","134_Cuenca_Camana/_raw_reportes_xlsx/IDConfig_2634_completo.xlsx",43565,42.54
2635,"134","134_Cuenca_Camana","IDConfig_2635_completo.xlsx","134_Cuenca_Camana/_raw_reportes_xlsx/IDConfig_2635_completo.xlsx",96761,94.49
2636,"134","134_Cuenca_Camana","IDConfig_2636_completo.xlsx","134_Cuenca_Camana/_raw_reportes_xlsx/IDConfig_2636_completo.xlsx",34702,33.89
2922,"134","134_Cuenca_Camana","IDConfig_2922_completo.xlsx","134_Cuenca_Camana/_raw_reportes_xlsx/IDConfig_2922_completo.xlsx",20601,20.12
3036,"134","134_Cuenca_Camana","IDConfig_3036_completo.xlsx","134_Cuenca_Camana/_raw_reportes_xlsx/IDConfig_3036_completo.xlsx",22781,22.25
3055,"134","134_Cuenca_Camana","IDConfig_3055_completo.xlsx","134_Cuenca_Camana/_raw_reportes_xlsx/IDConfig_3055_completo.xlsx",12342,12.05
3159,"134","134_Cuenca_Camana","IDConfig_3159_completo.xlsx","134_Cuenca_Camana/_raw_reportes_xlsx/IDConfig_3159_completo.xlsx",16918,16.52
3189,"134","134_Cuenca_Camana","IDConfig_3189_completo.xlsx","134_Cuenca_Camana/_raw_reportes_xlsx/IDConfig_3189_completo.xlsx",75319,73.55
3294,"134","134_Cuenca_Camana","IDConfig_3294_completo.xlsx","134_Cuenca_Camana/_raw_reportes_xlsx/IDConfig_3294_completo.xlsx",10902,10.65
3295,"134","134_Cuenca_Camana","IDConfig_3295_completo.xlsx","134_Cuenca_Camana/_raw_reportes_xlsx/IDConfig_3295_completo.xlsx",6874,6.71
3565,"134","134_Cuenca_Camana","IDConfig_3565_completo.xlsx","134_Cuenca_Camana/_raw_reportes_xlsx/IDConfig_3565_completo.xlsx",36482,35.63
3736,"134","134_Cuenca_Camana","IDConfig_3736_completo.xlsx","134_Cuenca_Camana/_raw_reportes_xlsx/IDConfig_3736_completo.xlsx",21894,21.38
3889,"134","134_Cuenca_Camana","IDConfig_3889_completo.xlsx","134_Cuenca_Camana/_raw_reportes_xlsx/IDConfig_3889_completo.xlsx",31113,30.38
4275,"134","134_Cuenca_Camana","IDConfig_4275_completo.xlsx","134_Cuenca_Camana/_raw_reportes_xlsx/IDConfig_4275_completo.xlsx",15729,15.36
7328,"134","134_Cuenca_Camana","IDConfig_7328_completo.xlsx","134_Cuenca_Camana/_raw_reportes_xlsx/IDConfig_7328_completo.xlsx",27907,27.25
7349,"134","134_Cuenca_Camana","IDConfig_7349_completo.xlsx","134_Cuenca_Camana/_raw_reportes_xlsx/IDConfig_7349_completo.xlsx",138998,135.74
7351,"134","134_Cuenca_Camana","IDConfig_7351_completo.xlsx","134_Cuenca_Camana/_raw_reportes_xlsx/IDConfig_7351_completo.xlsx",191455,186.97
7357,"134","134_Cuenca_Camana","IDConfig_7357_completo.xlsx","134_Cuenca_Camana/_raw_reportes_xlsx/IDConfig_7357_completo.xlsx",25711,25.11
7360,"134","134_Cuenca_Camana","IDConfig_7360_completo.xlsx","134_Cuenca_Camana/_raw_reportes_xlsx/IDConfig_7360_completo.xlsx",215528,210.48
51721,"134","134_Cuenca_Camana","IDConfig_51721_completo.xlsx","134_Cuenca_Camana/_raw_reportes_xlsx/IDConfig_51721_completo.xlsx",75527,73.76
51757,"134","134_Cuenca_Camana","IDConfig_51757_completo.xlsx","134_Cuenca_Camana/_raw_reportes_xlsx/IDConfig_51757_completo.xlsx",61035,59.6
52057,"134","134_Cuenca_Camana","IDConfig_52057_completo.xlsx","134_Cuenca_Camana/_raw_reportes_xlsx/IDConfig_52057_completo.xlsx",81857,79.94
52151,"134","134_Cuenca_Camana","IDConfig_52151_completo.xlsx","134_Cuenca_Camana/_raw_reportes_xlsx/IDConfig_52151_completo.xlsx",69283,67.66
52348,"134","134_Cuenca_Camana","IDConfig_52348_completo.xlsx","134_Cuenca_Camana/_raw_reportes_xlsx/IDConfig_52348_completo.xlsx",78433,76.59
52559,"134","134_Cuenca_Camana","IDConfig_52559_completo.xlsx","134_Cuenca_Camana/_raw_reportes_xlsx/IDConfig_52559_completo.xlsx",92303,90.14
52633,"134","134_Cuenca_Camana","IDConfig_52633_completo.xlsx","134_Cuenca_Camana/_raw_reportes_xlsx/IDConfig_52633_completo.xlsx",84451,82.47
62921,"134","134_Cuenca_Camana","IDConfig_62921_completo.xlsx","134_Cuenca_Camana/_raw_reportes_xlsx/IDConfig_62921_completo.xlsx",25827,25.22
63347,"134","134_Cuenca_Camana","IDConfig_63347_completo.xlsx","134_Cuenca_Camana/_raw_reportes_xlsx/IDConfig_63347_completo.xlsx",3836,3.75
63515,"134","134_Cuenca_Camana","IDConfig_63515_completo.xlsx","134_Cuenca_Camana/_raw_reportes_xlsx/IDConfig_63515_completo.xlsx",13648,13.33
63550,"134","134_Cuenca_Camana","IDConfig_63550_completo.xlsx","134_Cuenca_Camana/_raw_reportes_xlsx/IDConfig_63550_completo.xlsx",14099,13.77
63552,"134","134_Cuenca_Camana","IDConfig_63552_completo.xlsx","134_Cuenca_Camana/_raw_reportes_xlsx/IDConfig_63552_completo.xlsx",12986,12.68
63553,"134","134_Cuenca_Camana","IDConfig_63553_completo.xlsx","134_Cuenca_Camana/_raw_reportes_xlsx/IDConfig_63553_completo.xlsx",79406,77.54
64940,"134","134_Cuenca_Camana","IDConfig_64940_completo.xlsx","134_Cuenca_Camana/_raw_reportes_xlsx/IDConfig_64940_completo.xlsx",12197,11.91
65034,"134","134_Cuenca_Camana","IDConfig_65034_completo.xlsx","134_Cuenca_Camana/_raw_reportes_xlsx/IDConfig_65034_completo.xlsx",40172,39.23
65171,"134","134_Cuenca_Camana","IDConfig_65171_completo.xlsx","134_Cuenca_Camana/_raw_reportes_xlsx/IDConfig_65171_completo.xlsx",106987,104.48
65174,"134","134_Cuenca_Camana","IDConfig_65174_completo.xlsx","134_Cuenca_Camana/_raw_reportes_xlsx/IDConfig_65174_completo.xlsx",28711,28.04
65309,"134","134_Cuenca_Camana","IDConfig_65309_completo.xlsx","134_Cuenca_Camana/_raw_reportes_xlsx/IDConfig_65309_completo.xlsx",9078,8.87
65312,"134","134_Cuenca_Camana","IDConfig_65312_completo.xlsx","134_Cuenca_Camana/_raw_reportes_xlsx/IDConfig_65312_completo.xlsx",10614,10.37
67599,"134","134_Cuenca_Camana","IDConfig_67599_completo.xlsx","134_Cuenca_Camana/_raw_reportes_xlsx/IDConfig_67599_completo.xlsx",11226,10.96
67700,"134","134_Cuenca_Camana","IDConfig_67700_completo.xlsx","134_Cuenca_Camana/_raw_reportes_xlsx/IDConfig_67700_completo.xlsx",11038,10.78
105,"136","136_Cuenca_Ocona","IDConfig_105_completo.xlsx","136_Cuenca_Ocona/_raw_reportes_xlsx/IDConfig_105_completo.xlsx",62358,60.9
302,"136","136_Cuenca_Ocona","IDConfig_302_completo.xlsx","136_Cuenca_Ocona/_raw_reportes_xlsx/IDConfig_302_completo.xlsx",40643,39.69
324,"136","136_Cuenca_Ocona","IDConfig_324_completo.xlsx","136_Cuenca_Ocona/_raw_reportes_xlsx/IDConfig_324_completo.xlsx",7987,7.8
1212,"136","136_Cuenca_Ocona","IDConfig_1212_completo.xlsx","136_Cuenca_Ocona/_raw_reportes_xlsx/IDConfig_1212_completo.xlsx",70867,69.21
1830,"136","136_Cuenca_Ocona","IDConfig_1830_completo.xlsx","136_Cuenca_Ocona/_raw_reportes_xlsx/IDConfig_1830_completo.xlsx",22062,21.54
1927,"136","136_Cuenca_Ocona","IDConfig_1927_completo.xlsx","136_Cuenca_Ocona/_raw_reportes_xlsx/IDConfig_1927_completo.xlsx",48569,47.43
1960,"136","136_Cuenca_Ocona","IDConfig_1960_completo.xlsx","136_Cuenca_Ocona/_raw_reportes_xlsx/IDConfig_1960_completo.xlsx",18767,18.33
